公司中文名称,年份,"流动资产周转率
[报告期] 2014年报
[单位] 次","应收账款周转率
[报告期] 2014年报
[单位] 次","财务费用
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","主营业务收入
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","产权比率
[报告期] 2014年报","流动比率
[报告期] 2014年报","速动比率
[报告期] 2014年报","现金比率
[报告期] 2014年报","经营活动现金净流量(TTM)
[报告期] 2014年报
[单位] 元","流动负债合计
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","资产负债率
[报告期] 2014年报
[单位] %","利润总额(TTM)
[报告期] 2014年报
[单位] 元","非流动负债合计
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","所有者权益合计
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","利息支出(TTM)
[报告期] 2014年报
[单位] 元","长期资本负债率
[报告期] 2014年报
[单位] %","现金流量利息保障倍数
[报告期] 2014年报","负债合计
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","利润总额/营业收入(TTM)
[报告期] 2014年报
[单位] %","总资产报酬率ROA
[报告期] 2014年报
[单位] %","主营业务成本
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","税金及附加
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","净资产收益率ROE(摊薄)
[报告期] 2014年报
[单位] %","存货周转率
[报告期] 2014年报
[单位] 次","营运资本周转率
[报告期] 2014年报
[单位] 次","非流动资产周转率
[报告期] 2014年报
[单位] 次","总资产周转率
[报告期] 2014年报
[单位] 次","成本费用利润率
[报告期] 2014年报
[单位] %","营业收入(同比增长率)
[报告期] 2014年报
[单位] %","总资产(同比增长率)
[报告期] 2014年报
[单位] %","大股东持股比例
[日期] 2014-12-31
[大股东排名] 第1名
[单位] %","无形资产
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","资产总计
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","净利润(TTM)
[报告期] 2014年报
[单位] 元"
郑州宇通客车股份有限公司,2014,1.7758,4.0327,"-24,899,534.81","25,728,299,513.16",1.1936,1.3936,1.2998,0.5472,"3,205,260,757.93","12,358,758,860.11",54.4123,"3,050,840,362.84","604,166,660.97","10,860,574,280.08","7,031,588.62",5.2957,32.6928,"12,962,925,521.08",11.8579,15.2813,"19,481,360,598.02","154,579,150.67",24.181,15.2188,5.3559,4.659,1.2857,11.8279,15.9038,27.9765,37.15,"939,429,685.04","23,823,499,801.16","2,652,631,091.23"
贵州贵航汽车零部件股份有限公司,2014,1.31,3.7783,"32,241,047.34","3,067,526,578.36",0.8171,1.5164,1.1641,0.5547,"88,884,894.81","1,666,061,940.77",44.9682,"175,368,752.38","22,927,088.53","2,066,975,597.99","31,950,016.38",1.2258,2.158,"1,688,989,029.30",5.7169,5.9405,"2,473,770,322.41","14,535,385.12",7.2071,4.4445,3.2317,2.6715,0.879,5.0786,12.766,16.5035,46.28,"146,659,140.28","3,755,964,627.29","151,415,486.16"
上海新朋实业股份有限公司,2014,1.8837,10.6328,"15,124,916.10","3,661,561,224.89",0.4589,2.139,1.714,0.5922,"497,378,961.91","1,039,409,111.16",31.4529,"187,944,014.75","179,023,233.77","2,655,394,821.14","16,252,135.30",7.518,25.5184,"1,218,432,344.93",5.1329,5.394,"3,218,368,751.02","9,631,373.30",3.8973,8.4621,3.4898,1.988,0.9672,4.4717,37.4014,4.7702,36,"125,511,100.05","3,873,827,166.07","156,657,205.72"
江南模塑科技股份有限公司,2014,1.9997,6.9005,"68,707,003.38","3,395,399,749.25",1.8256,0.6665,0.5025,0.2419,"384,945,046.71","2,276,103,631.38",64.609,"293,079,736.51","262,101,949.14","1,390,356,560.83","66,805,607.78",15.8613,4.3685,"2,538,205,580.52",8.6317,9.2085,"2,601,024,208.10","26,856,653.60",17.687,5.1768,,1.5362,0.8688,7.9582,17.0369,1.0479,36.29,"58,911,134.49","3,928,562,141.35","248,837,635.10"
凌云工业股份有限公司,2014,1.5626,5.5197,"154,873,128.73","6,553,587,810.67",1.5649,1.2555,0.9394,0.5376,"742,310,460.84","3,490,500,788.84",61.0127,"358,477,983.95","1,096,364,496.46","2,931,019,975.96","143,882,344.99",35.2149,4.9333,"4,586,865,285.30",5.47,7.0845,"5,263,079,214.30","32,054,626.19",6.7984,4.8636,12.7593,2.2622,0.9242,4.4539,16.3464,12.8129,34.11,"310,100,577.78","7,517,885,261.26","275,915,919.15"
常州光洋轴承股份有限公司,2014,0.9315,2.8541,"846,816.20","622,171,217.02",0.2516,3.8089,3.1024,1.4173,"73,120,055.77","208,568,580.67",20.1019,"73,358,770.54","18,400,000.00","902,119,405.59","-584,936.14",1.9989,16.568,"226,968,580.67",11.7908,7.5602,"417,005,774.30","4,003,407.02",6.9815,3.0396,1.4366,2.1115,0.6464,11.502,7.1681,41.8292,33.95,"31,356,365.41","1,129,087,986.26","62,981,704.88"
兴民智通(集团)股份有限公司,2014,0.7708,7.2878,"31,191,750.40","1,325,388,726.76",0.4912,1.8389,1.0208,0.5569,"75,260,475.49","912,572,447.96",32.9413,"67,099,111.22","57,522,260.00","1,974,825,281.83","30,086,689.74",2.8599,1.8565,"970,094,707.96",5.0626,3.3162,"1,140,144,320.17","3,633,969.35",2.556,1.535,1.6585,1.0943,0.4522,3.9497,3.1553,0.2665,33.84,"88,565,803.09","2,944,919,989.79","50,018,030.82"
浙江万里扬股份有限公司,2014,0.5863,5.2025,"-50,698,966.99","1,382,032,095.59",0.7982,3.1494,2.768,1.0512,"208,691,945.42","886,741,510.47",44.3873,"234,471,256.31","916,179,215.99","2,258,871,363.45","-54,020,741.89",29.67,4.5633,"1,802,920,726.46",16.9657,4.8241,"1,003,149,651.77","17,400,190.58",8.8198,2.6672,1.0944,0.9991,0.3695,17.396,-3.0358,18.7878,33.08,"115,157,844.95","4,061,792,089.91","198,814,428.31"
渤海汽车系统股份有限公司,2014,0.7003,4.2291,"42,979,072.75","1,178,802,509.91",0.4311,2.5,2.043,1.131,"165,070,691.05","809,307,931.04",30.124,"110,644,342.68","88,591,885.43","2,082,783,116.37","42,368,529.95",4.1941,3.4804,"897,899,816.47",9.3862,6.0298,"865,796,696.88","8,263,566.57",4.8203,2.3562,1.3689,1.3799,0.4645,8.7957,-7.8901,41.768,32.06,"154,173,806.90","2,980,682,932.84","98,098,706.27"
长春一东离合器股份有限公司,2014,0.9851,3.5119,"3,882,662.75","668,681,383.44",1.0498,1.7501,1.4908,0.9212,"57,573,332.22","387,148,114.31",51.2156,"63,787,993.78","64,912,429.60","430,601,569.88","3,832,210.10",14.9047,12.182,"452,060,543.91",9.5394,7.6941,"456,024,338.35","4,500,895.48",10.3921,4.1377,2.7209,3.3424,0.7609,9.44,0.1786,0.8705,37.01,"11,579,093.06","882,662,113.79","55,156,187.38"
湖南天雁机械股份有限公司,2014,0.7003,3.0873,"583,883.24","577,950,511.14",0.5891,2.2842,1.9258,1.3388,"65,176,134.87","368,646,232.18",37.0702,"20,215,700.45","42,666,446.30","698,238,234.70","1,390,905.31",5.7587,24.4297,"411,312,678.48",3.4978,2.034,"442,674,314.29","3,022,711.73",2.057,3.4857,1.2072,2.4391,0.5441,2.5209,-9.8816,9.32,31.43,"1,111,244.02","1,109,550,913.18","14,362,819.22"
安徽江淮汽车集团股份有限公司,2014,2.5626,70.1719,"-93,844,004.12","34,169,408,417.71",2.6544,0.8115,0.7358,0.6067,"1,652,563,463.35","17,489,852,141.53",72.6354,"571,084,966.30","2,023,054,794.00","7,351,271,733.28","-72,275,529.55",22.4207,12.6157,"19,512,906,935.53",1.6701,1.9741,"29,522,034,398.61","640,713,757.56",7.5528,23.2805,,2.8677,1.3533,1.6138,1.6335,13.4839,35.43,"1,284,601,887.21","26,864,178,668.81","539,077,180.67"
北京威卡威汽车零部件股份有限公司,2014,0.9701,5.3253,"-26,070,851.65","2,447,355,083.75",0.166,4.325,3.2024,1.8712,"250,181,614.95","643,367,802.66",14.2354,"564,894,315.61","50,941,477.10","4,183,041,823.82","-24,429,833.59",1.2169,89.4333,"694,309,279.76",23.0818,13.6572,"1,580,556,615.61","17,357,971.70",10.4086,2.7904,1.1695,1.7061,0.6184,23.1078,36.0256,60.5778,30,"318,169,926.05","4,877,351,103.58","428,304,379.75"
广东鸿特精密技术股份有限公司,2014,1.6273,4.0482,"50,883,137.41","1,235,745,406.91",2.2147,0.8402,0.5646,0.0774,"57,791,936.70","907,199,642.08",68.893,"13,510,799.27","344,996,801.50","565,399,805.18","46,742,462.77",37.8952,1.2286,"1,252,196,443.58",1.0933,3.6318,"979,115,654.08","4,101,326.73",2.8235,4.254,,1.3735,0.7449,1.309,16.7579,21.1321,29.23,"41,685,147.73","1,817,596,248.76","15,963,862.65"
厦门金龙汽车集团股份有限公司,2014,1.4859,3.0781,"37,761,025.38","21,431,027,531.25",3.1635,1.1346,1.0082,0.3381,"113,905,363.98","13,551,012,340.26",75.9819,"586,432,716.14","452,100,192.19","4,426,424,865.64","9,674,491.29",15.6576,1.3748,"14,003,112,532.45",2.7364,3.4539,"18,450,539,963.42","170,966,816.25",10.2058,10.6806,10.884,7.5551,1.2417,2.3715,2.9729,14.5496,34.22,"291,757,312.99","18,429,537,398.09","486,635,174.52"
南宁八菱科技股份有限公司,2014,0.794,7.7531,"-3,920,430.52","638,830,164.38",0.2416,3.476,3.1562,2.2525,"146,668,073.40","287,349,686.83",19.4595,"105,096,795.19","31,966,465.08","1,321,614,861.77","-3,973,672.87",2.3616,28.9363,"319,316,151.91",16.4514,7.8934,"475,958,244.24","3,067,624.35",7.1581,4.9473,1.1176,1.3405,0.4987,17.0519,5.8546,78.1101,28.81,"58,163,176.50","1,640,931,013.68","94,603,119.17"
海马汽车集团股份有限公司,2014,1.8925,380.4906,"35,063,329.94","12,351,981,928.45",0.6573,1.126,0.9092,0.8258,"673,429,170.36","6,235,733,066.47",39.661,"326,783,276.44","153,293,483.85","9,720,070,660.20","-10,891,886.78",2.0822,,"6,389,026,550.32",2.6456,2.1107,"10,424,279,313.51","555,121,155.27",2.9567,8.5154,9.6133,1.4637,0.8253,2.333,20.681,14.3546,28.8,"1,567,983,079.97","16,109,097,210.52","268,680,856.60"
比亚迪股份有限公司,2014,1.6874,5.4289,"1,389,125,000.00","58,195,878,000.00",2.2535,0.7682,0.58,0.2604,"38,069,000.00","53,022,124,000.00",69.2641,"873,952,000.00","12,092,294,000.00","28,894,437,000.00","1,292,153,000.00",32.2824,0.0229,"65,114,418,000.00",1.5017,2.5424,"49,143,886,000.00","957,435,000.00",1.7091,5.4008,,1.1476,0.683,1.2937,10.0875,20.5013,27.83,"8,611,261,000.00","94,008,855,000.00","739,870,000.00"
许昌远东传动轴股份有限公司,2014,0.7395,3.459,"-2,106,306.31","1,186,840,415.25",0.1276,6.0071,4.8394,2.0216,"232,431,708.30","256,581,443.43",11.3135,"150,753,802.47","17,324,069.98","2,147,140,101.99","-1,830,072.92",0.8005,,"273,905,513.41",12.7021,6.2426,"841,907,932.64","5,984,452.51",6.0124,2.7512,0.8729,1.5204,0.4975,12.4163,7.6661,3.0154,28.73,"184,970,490.70","2,421,045,615.40","129,243,605.46"
北汽福田汽车股份有限公司,2014,2.8396,9.7097,"183,991,498.24","33,691,283,636.83",1.2318,0.6691,0.5474,0.1349,"1,102,348,778.34","16,844,980,098.50",55.1924,"459,555,488.39","2,305,381,436.85","15,547,108,875.46","-16,221,969.95",13.1046,3.8711,"19,150,361,535.35",1.364,1.3208,"29,679,522,975.31","224,952,154.70",3.121,11.1517,,1.5526,1.0038,1.3493,-1.3506,6.5707,32.93,"3,690,723,261.36","34,697,470,410.81","458,633,394.45"
浙江世纪华通集团股份有限公司,2014,1.4156,4.4237,"1,434,919.73","1,712,230,060.65",0.1547,2.4483,1.6834,0.733,"245,450,357.61","562,685,472.11",13.4009,"237,103,392.43",,"3,636,192,269.79","1,082,274.47",,108.2215,"562,685,472.11",13.8476,7.5984,"1,200,997,442.29","12,147,477.26",5.7669,2.851,2.3912,0.8894,0.5462,14.5349,39.497,102.7931,26.58,"212,497,945.92","4,198,877,741.90","211,121,843.32"
航天晨光股份有限公司,2014,1.4264,2.8997,"65,426,537.62","3,625,271,040.36",1.8258,1.0295,0.76,0.1659,"118,688,781.31","2,471,946,688.44",64.6119,"111,126,425.86","184,120,008.30","1,454,736,826.35","67,663,209.49",12.8157,1.6841,"2,656,066,696.74",3.0653,4.3866,"2,907,539,255.94","12,113,683.81",6.8105,4.4144,,2.363,0.8895,2.8624,-3.743,1.7333,23.98,"115,037,468.54","4,110,803,523.09","100,884,697.70"
富奥汽车零部件股份有限公司,2014,1.5529,4.6671,"16,531,664.48","5,010,012,325.87",0.5268,1.6931,1.3847,0.7224,"359,864,277.12","1,917,561,324.31",34.5046,"702,509,930.14","591,310,626.76","4,762,242,483.93","14,983,746.86",12.0785,18.0259,"2,508,871,951.07",14.0221,9.978,"4,076,191,653.31","29,436,043.76",14.5524,6.8762,4.3142,1.2637,0.6967,14.0693,-4.166,2.261,24.31,"252,633,351.74","7,271,114,435.00","672,414,249.30"
金杯汽车股份有限公司,2014,0.7618,5.7689,"176,663,304.95","5,146,547,234.84",13.0579,0.918,0.8105,0.6613,"492,329,243.76","8,243,407,029.63",92.8865,"39,525,834.89","385,815,433.64","660,845,127.10","146,227,604.71",60.8567,2.0028,"8,629,222,463.27",0.768,2.2047,"4,305,956,213.54","42,133,929.88",-57.6266,5.1377,,3.0828,0.6108,-0.2085,-9.5529,22.8235,24.38,"243,353,030.86","9,290,067,590.37","-10,557,029.78"
潍柴动力股份有限公司,2014,1.4168,11.2956,"23,084,727.66","79,637,161,537.13",1.9473,1.3394,1.0769,0.7966,"11,171,728,281.02","48,060,016,995.49",66.0711,"6,965,695,642.87","31,497,322,009.98","40,854,412,680.60","162,203,366.53",49.2415,13.121,"79,557,339,005.47",8.7468,7.1661,"62,547,775,525.88","266,085,495.56",15.4754,5.9041,4.5424,1.8411,0.8006,7.8101,36.5715,53.3482,24.22,"12,715,477,787.47","120,411,751,686.07","5,784,495,678.79"
辽宁曙光汽车集团股份有限公司,2014,1.0895,4.5401,"153,933,817.19","4,056,480,900.76",2.3113,0.7268,0.6289,0.3815,"199,999,702.40","5,198,795,541.47",69.8007,"73,595,746.02","642,165,145.69","2,527,094,732.51","143,653,266.29",22.1145,1.2275,"5,840,960,687.16",1.8143,2.7241,"3,452,207,961.75","29,789,997.69",0.4508,6.0676,,0.9541,0.5086,0.5608,-16.1244,10.3671,24.44,"1,123,280,570.33","8,368,055,419.67","23,737,953.57"
中通客车控股股份有限公司,2014,1.42,4.5088,"25,385,747.10","3,611,978,524.53",2.9443,0.9848,0.8124,0.4118,"235,937,166.10","2,912,050,832.07",74.6473,"344,614,520.33","243,261,148.10","1,071,651,294.21","18,375,531.96",18.6143,7.635,"3,155,311,980.17",9.5409,9.7027,"3,064,726,709.19","7,790,576.38",26.2882,6.7027,72.9632,3.0161,0.9655,8.2983,12.288,29.8478,21.72,"324,419,401.31","4,226,963,274.38","288,568,984.26"
安徽安凯汽车股份有限公司,2014,1.4252,5.4987,"7,394,799.76","4,835,294,625.24",2.4714,1.0867,0.9713,0.601,"126,780,222.04","3,230,262,093.55",71.1928,"66,180,057.09","297,279,332.05","1,427,370,554.96","6,277,193.44",19.3804,5.0999,"3,527,541,425.60",1.3687,1.5429,"4,435,059,355.88","7,012,303.50",1.9034,10.6254,16.2937,3.7099,1.0297,0.9328,36.627,11.6676,20.73,"252,069,869.98","4,954,911,980.56","46,985,440.28"
无锡威孚高科技集团股份有限公司,2014,0.8417,5.4336,"-24,803,283.07","6,354,480,020.38",0.2864,2.7084,2.3124,1.1948,"889,899,654.79","2,806,753,045.22",22.2622,"1,712,521,032.12","418,725,663.26","11,263,110,459.42","-27,840,427.72",3.7128,35.6458,"3,225,478,708.48",26.9498,12.2243,"4,740,201,728.63","33,417,172.98",14.1766,4.5178,1.3326,1.0197,0.4611,28.6888,13.6899,10.8179,20,"363,863,195.29","14,488,589,167.90","1,589,077,322.33"
长春一汽富维汽车零部件股份有限公司,2014,4.4708,17.5408,"10,985,786.10","11,273,375,890.20",0.5377,1.3013,0.8954,0.4608,"302,629,528.07","2,080,049,188.30",34.9681,"634,459,451.40","193,847,098.26","4,228,871,564.29","8,213,770.17",5.064,24.9695,"2,273,896,286.56",5.6279,10.5307,"10,622,970,537.81","23,927,082.67",15.2099,12.7966,22.5514,3.1479,1.8472,5.4582,19.0118,14.0228,20.14,"176,123,789.09","6,502,767,850.85","606,200,827.89"
众泰汽车股份有限公司,2014,0.5152,2.4357,"4,790,363.77","1,111,380,792.26",0.4351,2.5414,1.803,1.1039,"-336,819,631.86","869,848,324.06",30.3187,"49,754,233.06","12,124,149.75","2,027,029,248.51","1,815,695.10",0.597,-12.1493,"881,972,473.81",4.4768,1.8036,"908,318,891.77","4,458,196.40",2.0791,1.6306,0.8415,1.583,0.3887,4.0527,23.148,3.537,19.99,"103,187,792.74","2,909,001,722.32","42,068,850.26"
中原内配集团股份有限公司,2014,0.9859,10.3208,"2,304,222.98","1,083,984,917.33",0.2986,2.0706,1.4422,0.8648,"169,238,421.28","496,946,444.52",22.9952,"209,055,555.27","76,174,396.64","1,919,230,129.76","2,057,748.71",3.8701,20.6916,"573,120,841.16",19.2858,8.7555,"695,893,851.76","9,124,876.67",9.5766,2.2094,1.7941,0.8263,0.4496,19.9324,-2.3042,6.9638,18.34,"72,797,255.84","2,492,350,970.92","180,979,617.01"
光启技术股份有限公司,2014,1.5816,2.9975,"1,828,937.11","402,074,126.88",0.3418,1.4648,1.1803,0.2066,"68,309,584.54","160,503,289.73",25.4754,"45,100,663.88","1,490,400.00","473,889,884.11","1,803,848.42",0.3135,19.7661,"161,993,689.73",11.217,8.0926,"298,251,873.20","1,900,497.59",8.2588,7.0039,3.056,1.2357,0.6937,10.9228,38.0027,21.5107,24.3,"61,389,804.08","635,883,573.84","39,137,603.29"
宁波华翔电子股份有限公司,2014,2.1621,6.7313,"30,866,776.42","8,712,813,026.98",0.7705,1.4413,1.0306,0.432,"465,301,000.75","2,987,899,695.30",43.5189,"859,882,694.70","751,900,873.48","4,853,712,174.76","20,537,454.87",14.8984,12.9307,"3,739,800,568.78",9.8692,11.2409,"6,922,714,881.74","39,905,980.28",12.2043,6.0778,7.2489,2.2914,1.1124,9.0765,19.4874,21.5297,16.97,"199,633,135.60","8,593,512,743.54","721,921,995.86"
奥特佳新能源科技股份有限公司,2014,0.9941,4.6306,"-5,161,722.58","450,001,962.27",0.1375,6.566,6.0011,4.5863,"52,368,571.70","86,657,207.99",12.0857,"16,273,666.88",,"630,365,556.95","-4,492,500.06",,,"86,657,207.99",3.6164,1.5429,"378,688,966.79","2,047,032.93",1.8183,7.2528,1.3626,1.4474,0.5893,1.3249,-4.9455,-11.4945,42.54,"20,094,966.80","717,022,764.94","5,802,071.48"
广东鸿图科技股份有限公司,2014,1.6686,3.3518,"29,254,265.72","2,214,861,345.95",0.8916,1.172,0.8381,0.1859,"168,920,918.31","1,128,314,212.46",47.1359,"137,703,397.49","74,857,166.67","1,349,389,088.05","28,301,781.44",5.2559,5.5068,"1,203,171,379.13",6.2172,6.7105,"1,711,609,829.88","9,359,550.66",8.7408,5.0077,8.2349,1.9319,0.8953,5.6996,21.519,6.5749,16.72,"110,486,123.21","2,552,560,467.18","117,946,885.28"
浙江金固股份有限公司,2014,0.7832,7.0953,"69,265,429.72","1,313,154,024.97",1.1825,1.2327,0.8692,0.6769,"329,796,059.17","1,613,443,067.79",54.1811,"72,263,360.52","297,373,336.06","1,615,905,802.61","65,478,290.03",15.877,4.64,"1,910,816,403.85",5.503,4.5285,"985,988,296.60","1,100,686.84",4.0346,1.8675,7.9631,0.9621,0.4317,5.0233,12.5981,37.9462,16.59,"152,384,155.12","3,526,722,206.46","62,202,144.99"
深圳市特尔佳科技股份有限公司,2014,1.0049,3.2407,"350,303.67","261,334,539.34",0.3617,2.2586,1.8718,1.1786,"14,433,595.72","120,935,352.56",26.562,"17,056,742.79","2,803,807.99","342,111,820.96","-49,070.67",0.8129,124.3747,"123,739,160.55",6.5268,3.7258,"166,163,311.63","1,659,555.19",4.1536,3.667,1.7773,1.3305,0.5725,5.862,-20.1857,4.1881,19.89,"73,102,501.86","465,850,981.51","14,199,453.08"
斯太尔动力股份有限公司,2014,0.4749,3.2687,"11,695,421.10","740,732,005.77",0.5231,1.8279,1.4208,0.7899,"-77,149,128.18","801,118,343.24",34.3427,"22,499,846.43","33,246,564.05","1,595,164,266.91","14,211,608.68",2.0417,-3.7184,"834,364,907.29",3.0375,1.518,"529,486,720.60","1,895,293.82",0.6173,1.8979,0.9439,0.8626,0.3063,1.3692,17.1962,0.9251,15.21,"82,023,695.50","2,429,529,174.20","9,846,926.55"
浙江跃岭股份有限公司,2014,1.8915,6.5935,"-2,941,476.27","832,637,434.73",0.2082,3.0791,2.408,1.3876,"-2,470,714.06","178,982,664.19",17.231,"108,584,439.43","2,285,223.74","870,719,364.77","-3,222,991.11",0.2618,-2.0197,"181,267,887.93",13.041,12.2699,"632,467,222.27","5,257,845.32",10.7881,6.2343,3.2448,1.9896,0.9697,13.0229,-0.9702,58.0966,12.96,"107,469,594.62","1,051,987,252.70","93,933,718.39"
怀集登云汽配股份有限公司,2014,0.7878,2.4728,"14,485,862.48","296,066,770.10",0.4092,1.9392,1.1956,0.4221,"4,816,462.64","198,807,667.33",29.0383,"22,198,875.84","5,999,596.53","500,493,621.60","14,540,292.20",1.1845,0.3224,"204,807,263.86",7.4979,5.3518,"212,560,869.52","2,101,242.10",3.7212,1.5599,2.5299,0.953,0.4313,6.772,-2.4257,5.6368,12.87,"44,228,684.91","705,300,885.46","18,624,487.31"
浙江银轮机械股份有限公司,2014,1.2963,3.7829,"41,324,274.49","2,414,527,312.92",1.1504,1.4444,1.0817,0.4913,"181,260,109.59","1,311,537,325.71",53.4978,"200,069,519.24","568,788,372.97","1,634,449,113.27","37,930,637.07",27.6009,3.5704,"1,880,325,698.68",8.2861,7.1389,"1,762,046,662.80","12,612,484.86",10.1848,4.1413,3.7252,1.6412,0.7242,7.4498,26.1187,11.4772,12.28,"218,450,214.08","3,514,774,811.95","163,181,426.71"
华菱星马汽车(集团)股份有限公司,2014,1.1834,4.82,"56,759,068.94","4,997,362,298.64",1.4179,0.8784,0.5499,0.2448,"-240,853,368.19","4,594,587,526.50",58.6413,"-431,772,078.93","578,973,391.25","3,648,820,191.10","52,546,302.85",13.9721,-2.8158,"5,173,560,917.75",-8.64,-4.4052,"4,493,432,441.47","11,915,012.10",-10.5578,3.371,,1.1394,0.5805,-7.3399,-23.8266,5.0938,10.37,"758,755,258.69","8,822,381,108.85","-383,493,089.66"
天津汽车模具股份有限公司,2014,0.7458,4.2645,"14,258,406.04","1,489,125,918.35",1.0869,1.2587,0.5485,0.2646,"-1,902,317.14","1,749,822,424.02",52.0822,"201,711,241.40","77,302,945.20","1,681,030,707.49","8,757,005.40",4.4273,-0.1466,"1,827,125,369.22",13.5456,6.4929,"1,049,355,434.54","10,150,710.27",9.9729,0.9395,3.338,1.1962,0.4594,13.1654,27.6528,17.925,7.31,"55,516,087.59","3,508,156,076.71","165,669,542.41"
无锡隆盛科技股份有限公司,2014,0.8146,3.2152,"3,254,105.87","119,493,093.45",0.7626,1.8443,1.4178,0.9818,"-10,948,443.09","110,176,373.95",43.2644,"17,347,463.36","12,789,284.01","161,253,666.31","3,239,616.69",7.3483,-2.93,"122,965,657.96",14.5175,9.5246,"77,198,233.37","426,406.62",8.8916,2.1237,1.6833,1.7206,0.5528,13.6135,27.7661,91.9471,,"20,686,330.10","284,219,324.27","14,337,991.29"
浙江兆丰机电股份有限公司,2014,0.8608,3.4361,"-5,836,170.38","356,510,724.39",0.4473,1.7485,1.5991,0.4357,"93,639,046.22","211,033,819.88",30.9063,"115,383,525.61","2,873,822.79","478,208,002.05","-6,158,527.10",0.625,355.8218,"213,907,642.67",32.3647,15.9584,"201,780,722.31","2,518,271.15",21.9095,6.5787,2.1638,1.319,0.5209,40.3544,28.286,2.2692,,"16,556,192.40","692,115,644.72","99,779,961.99"
上海凯众材料科技股份有限公司,2014,0.9498,3.7564,"-1,350,016.73","237,820,053.21",0.0655,11.421,9.157,5.9236,"42,405,896.44","21,833,316.01",6.1459,"68,496,099.79",,"333,414,445.89","-1,616,329.69",,,"21,833,316.01",28.8017,19.4966,"137,738,474.41","742,989.35",17.8822,2.9351,1.0738,2.5673,0.6933,34.0163,4.3717,7.3841,,"15,937,293.26","355,247,761.90","59,621,739.78"
湖南机油泵股份有限公司,2014,1.159,3.8052,"16,504,603.00","472,937,020.40",1.2055,1.3534,0.8789,0.3877,"62,077,125.56","313,101,925.04",54.6581,"52,670,175.98","87,687,580.24","332,477,421.62","16,369,406.39",20.8698,3.7201,"400,789,505.28",11.1368,9.8782,"330,676,259.50","2,704,146.55",13.5358,2.4324,4.2801,1.626,0.6767,10.7683,4.6427,10.3404,,"43,178,120.95","733,266,926.90","45,003,491.34"
成都豪能科技股份有限公司,2014,1.3932,3.8799,"4,398,605.42","613,432,126.90",0.3802,3.5125,2.6646,1.2242,"106,716,489.54","138,860,711.54",27.5479,"162,956,567.91","80,680,939.00","577,404,202.93","2,402,640.62",12.8187,39.3222,"219,541,650.54",26.5647,23.1359,"366,635,620.62","4,673,129.88",24.8611,3.2795,2.1551,2.2353,0.8583,31.2241,26.6844,25.9964,,"17,017,669.38","796,945,853.47","140,094,454.18"
江苏新泉汽车饰件股份有限公司,2014,1.1732,3.2377,"17,938,586.93","789,166,684.73",1.6738,1.0228,0.5995,0.2433,"57,969,345.61","723,128,464.54",62.5999,"57,571,935.58","13,004,828.27","439,800,757.74","17,426,253.44",2.8721,3.2844,"736,133,292.81",7.2953,6.8775,"573,332,260.28","2,947,156.56",10.8,2.012,63.1962,1.8887,0.7237,6.5271,13.5097,17.0027,,"67,604,141.40","1,175,934,050.55","47,487,253.75"
海南钧达汽车饰件股份有限公司,2014,1.4734,4.5936,"13,199,351.55","823,404,115.09",1.5177,0.9023,0.6381,0.3212,"139,396,649.52","682,836,977.94",60.2814,"71,476,793.14","11,811,115.06","457,695,000.60","12,925,552.66",2.5156,9.7178,"694,648,093.00",8.6806,7.8762,"621,023,295.31","3,934,923.50",12.2813,4.0577,,1.6058,0.7684,7.5999,14.039,16.2957,,"65,129,020.65","1,152,343,093.60","57,325,529.19"
无锡贝斯特精机股份有限公司,2014,1.3444,3.3849,"909,993.82","442,943,831.19",0.5196,1.8314,1.3623,0.577,"73,505,267.99","190,964,084.55",34.1929,"87,576,457.88","78,447,250.84","518,504,624.42","893,901.56",13.1413,66.9333,"269,411,335.39",19.7715,12.1539,"268,849,300.97","3,385,264.15",14.6302,3.4883,3.1433,1.1117,0.6085,21.2449,17.8823,17.9653,,"64,649,918.28","787,915,959.81","75,855,772.69"
山东金麒麟股份有限公司,2014,1.1827,5.7126,"53,909,154.78","1,057,921,790.60",1.5461,0.9511,0.6769,0.4315,"200,844,788.47","896,636,591.09",60.7247,"172,414,696.79","189,150,483.37","702,261,317.46","41,296,607.67",21.2842,4.5454,"1,085,787,074.46",16.2975,12.2763,"693,048,391.47","7,480,845.91",20.2838,3.0003,10.8931,1.25,0.6077,15.8607,9.739,5.5747,,"148,217,118.28","1,788,048,391.92","142,036,646.63"
杭州雷迪克节能科技股份有限公司,2014,1.3135,4.37,"3,146,873.06","365,032,492.49",1.4061,1.158,0.7476,0.2141,"57,584,340.54","223,684,627.90",58.4386,"63,228,859.43","525,828.91","159,457,993.57","3,486,039.13",0.3287,13.4752,"224,210,456.81",17.3214,16.6992,"248,864,931.84","2,115,468.16",34.6138,2.9709,10.3559,3.002,0.9137,18.2535,19.8125,-7.6281,,"26,012,944.30","383,668,450.38","55,194,489.04"
