公司中文名称,年份,"流动资产周转率
[报告期] 2012年报
[单位] 次","应收账款周转率
[报告期] 2012年报
[单位] 次","财务费用
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","主营业务收入
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","产权比率
[报告期] 2012年报","流动比率
[报告期] 2012年报","速动比率
[报告期] 2012年报","现金比率
[报告期] 2012年报","经营活动现金净流量(TTM)
[报告期] 2012年报
[单位] 元","流动负债合计
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","资产负债率
[报告期] 2012年报
[单位] %","利润总额(TTM)
[报告期] 2012年报
[单位] 元","非流动负债合计
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","所有者权益合计
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","利息支出(TTM)
[报告期] 2012年报
[单位] 元","长期资本负债率
[报告期] 2012年报
[单位] %","现金流量利息保障倍数
[报告期] 2012年报","负债合计
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","利润总额/营业收入(TTM)
[报告期] 2012年报
[单位] %","总资产报酬率ROA
[报告期] 2012年报
[单位] %","主营业务成本
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","税金及附加
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","净资产收益率ROE(摊薄)
[报告期] 2012年报
[单位] %","存货周转率
[报告期] 2012年报
[单位] 次","营运资本周转率
[报告期] 2012年报
[单位] 次","非流动资产周转率
[报告期] 2012年报
[单位] 次","总资产周转率
[报告期] 2012年报
[单位] 次","成本费用利润率
[报告期] 2012年报
[单位] %","营业收入(同比增长率)
[报告期] 2012年报
[单位] %","总资产(同比增长率)
[报告期] 2012年报
[单位] %","大股东持股比例
[日期] 2013-03-01
[大股东排名] 第1名
[单位] %","无形资产
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","资产总计
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","净利润(TTM)
[报告期] 2012年报
[单位] 元"
重庆蓝黛动力传动机械股份有限公司,2012,1.7812,4.9623,"19,143,123.86","698,510,890.94",1.0507,1.0735,0.6916,0.2913,"48,154,075.51","404,568,971.95",51.2369,"88,327,061.20","102,886,000.00","482,954,957.86","18,163,102.33",18.1002,2.5862,"507,454,971.95",12.6451,11.4756,"538,471,396.68","2,889,440.70",16.2799,3.7984,33.4217,1.3037,0.7527,12.3318,-11.761,14.429,,"92,729,928.70","990,409,929.81","75,206,166.07"
浙江仙通橡塑股份有限公司,2012,1.4727,3.0737,"4,890,913.86","294,292,569.81",0.8508,1.5384,1.1213,0.2949,"57,420,463.17","128,100,350.65",45.9687,"48,140,641.81","46,176,926.61","204,844,643.90",,18.3956,,"174,277,277.26",16.3581,15.5553,"198,481,477.76","2,088,404.86",21.1871,3.527,5.1566,2.0858,0.8632,17.6577,12.2095,25.237,,"16,419,845.06","379,121,921.16","43,400,655.65"
常州腾龙汽车零部件股份有限公司,2012,1.6022,4.276,"8,127,196.51","387,765,014.90",0.8037,1.5072,1.0984,0.4647,"76,251,298.56","169,954,265.08",44.5592,"66,896,362.13","1,375,350.88","213,169,569.49","7,556,205.29",0.6561,9.9918,"171,329,615.96",17.2518,20.1387,"256,413,763.89","3,428,267.38",26.438,3.633,6.6003,3.0371,1.0489,17.3614,19.034,8.341,,"28,773,084.82","384,499,185.45","54,863,251.75"
航天晨光股份有限公司,2012,1.561,3.0981,"64,250,682.90","4,003,029,133.27",2.0464,0.9598,0.691,0.1506,"62,052,418.80","2,697,365,217.81",67.1747,"48,622,873.27","26,010,295.45","1,330,792,700.92","62,096,532.16",2.2037,0.9589,"2,723,375,513.26",1.2147,2.7583,"3,360,433,373.94","10,001,282.78",2.7959,5.2421,,2.7614,0.9972,0.9315,15.6622,2.0182,23.98,"122,716,520.77","4,054,168,214.18","37,075,884.08"
凌云工业股份有限公司,2012,1.3445,4.7755,"115,855,584.20","4,882,657,170.57",1.3442,1.2977,0.9983,0.4533,"465,733,749.52","2,870,464,525.03",57.3414,"289,352,025.78","568,098,615.88","2,558,091,089.90","117,432,725.49",23.7865,3.7243,"3,438,563,140.91",5.9261,7.1795,"3,930,972,396.22","22,598,471.67",6.4468,4.5862,4.4088,2.4,0.8618,4.8582,13.9126,12.3978,34.11,"202,757,841.95","5,996,654,230.81","225,819,166.09"
无锡贝斯特精机股份有限公司,2012,1.4429,2.8857,"-699,443.00","301,113,938.53",0.358,2.1554,1.6806,0.6233,"54,490,876.20","98,513,477.63",26.3643,"50,443,839.83","42,644,494.76","394,254,851.17",,9.9299,,"141,157,972.39",16.7524,9.5187,"192,566,469.77","2,524,846.02",11.1486,4.398,2.9306,0.9592,0.5762,17.1099,-10.4229,5.0279,,"31,310,060.96","535,412,823.56","43,079,727.81"
广东迪生力汽配股份有限公司,2012,2.2247,4.0708,"6,770,290.72","620,591,115.30",0.7917,1.3127,0.8254,0.0448,"21,031,866.43","212,496,681.48",44.1869,"58,782,608.46","261,780.00","268,738,240.92",,0.1023,,"212,758,461.48",9.472,13.6144,"495,762,768.57","3,233,405.78",19.111,4.7871,,,1.2889,8.8864,,,,"36,820,641.91","481,496,702.40","49,929,936.58"
华懋(厦门)新材料科技股份有限公司,2012,1.3233,4.0272,"1,640,934.08","296,919,220.33",0.4571,1.802,1.4836,0.8343,"61,529,356.76","129,697,450.63",31.3696,"68,869,943.98","14,005,253.43","314,393,195.14","1,312,737.05",4.2647,24.8736,"143,702,704.06",23.1948,16.7949,"191,888,945.38","1,401,262.23",16.3637,4.0307,2.7539,1.5345,0.7105,22.6951,7.9679,21.2964,,"27,933,269.42","458,095,899.20","51,446,354.40"
浙江中马传动股份有限公司,2012,1.4227,4.6987,"22,281,340.11","912,153,785.50",1.2528,1.0301,0.7953,0.472,"152,507,632.19","670,846,458.01",55.6118,"125,228,613.09","6,522,200.22","540,662,277.21",,1.192,,"677,368,658.23",13.7289,13.4066,"670,229,750.85","5,417,859.15",18.6085,5.2112,16.6653,1.9867,0.829,12.8402,39.7087,23.97,49.07,"47,596,129.80","1,218,030,935.44","100,609,052.94"
科华控股股份有限公司,2012,1.2262,3.2459,"12,990,451.31","279,777,206.00",2.3682,0.7944,0.55,0.229,"-2,371,037.70","287,206,113.17",70.3104,"33,801,318.18","8,477,113.83","124,856,315.56","11,133,914.46",6.3578,-0.1926,"295,683,227.00",12.0815,10.6851,"198,708,946.27","1,651,118.30",23.0331,2.8303,,,0.6653,11.6911,,,,"24,980,737.76","420,539,542.56","28,758,224.54"
贵州贵航汽车零部件股份有限公司,2012,1.4101,4.7509,"16,262,736.59","2,612,533,972.15",0.5923,2.3163,1.5825,0.8116,"180,812,651.19","762,045,633.86",37.1984,"161,178,608.17","288,189,047.20","1,773,099,961.36","11,597,897.77",14.861,10.1626,"1,050,234,681.06",6.1694,6.0566,"2,089,238,881.49","11,617,941.09",6.9103,3.5635,2.6861,2.6126,0.9158,6.3178,-1.7087,-2.0363,46.28,"148,556,294.07","2,823,334,642.42","156,466,077.68"
奥特佳新能源科技股份有限公司,2012,0.9838,4.6022,"-5,082,016.71","408,144,369.56",0.1697,5.8783,5.1001,3.5404,"32,342,898.71","62,693,995.12",14.5049,"14,324,200.94","29,161,900.00","541,418,012.53","-5,700,461.02",5.1109,21.4507,"91,855,895.12",3.5096,1.3944,"355,344,718.52","2,038,167.19",1.847,7.2737,1.1572,2.0048,0.66,2.5707,-1.7992,4.9162,42.54,"22,800,471.25","633,273,907.65","10,000,172.12"
潍柴动力股份有限公司,2012,1.1766,10.8163,"-9,844,442.01","48,165,394,849.63",1.1122,1.6369,1.323,1.0912,"2,756,168,590.08","23,923,775,261.96",52.6552,"3,959,813,788.73","10,997,351,811.23","31,399,235,777.50","-23,094,341.47",30.6617,8.2209,"34,921,127,073.19",8.2213,6.1576,"38,775,044,121.79","187,228,738.22",12.0268,4.3403,3.3763,2.0943,0.7534,7.2792,-19.7501,7.7599,24.3,"2,160,257,108.86","66,320,362,850.69","3,234,266,548.68"
爱柯迪股份有限公司,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常熟市汽车饰件股份有限公司,2012,1.5151,5.3088,"18,438,155.66","821,077,759.75",0.7083,1.0328,0.8391,0.4996,"56,793,025.70","616,766,035.99",41.4633,"170,808,834.03","47,958,920.76","938,438,574.59",,4.862,,"664,724,956.75",20.803,12.2952,"573,874,667.02","7,045,512.68",15.9966,5.2313,,0.8233,0.5334,20.4467,21.0628,8.6734,,"146,389,613.18","1,603,163,531.34","150,178,640.88"
成都豪能科技股份有限公司,2012,1.068,3.1309,"3,348,389.54","390,992,094.52",0.2934,2.8648,2.1793,0.9443,"59,825,627.75","127,793,308.97",22.6828,"112,545,293.62","3,500,000.00","447,529,239.63",,0.8195,,"131,293,308.97",28.7845,20.0223,"217,769,481.38","3,772,677.53",22.6017,2.4859,,,0.6755,34.2869,,,,"18,762,499.21","578,822,548.60","95,140,706.72"
湖南机油泵股份有限公司,2012,1.0229,3.5196,"17,439,382.18","355,033,759.83",1.2391,1.2877,0.8244,0.3524,"48,667,007.89","251,400,319.35",55.3392,"19,089,275.48","69,173,324.80","258,715,332.56",,21.0966,,"320,573,644.15",5.3767,6.1372,"253,773,837.27","2,398,633.92",6.0128,2.0149,4.0446,1.4309,0.5965,4.6462,-18.1127,-5.2076,,"44,285,113.93","579,288,976.71","15,556,081.84"
河南省西峡汽车水泵股份有限公司,2012,0.9211,4.7127,"19,619,487.03","869,328,937.77",0.6827,1.2439,0.7596,0.3142,"45,584,332.17","744,653,585.64",40.5708,"36,886,975.26","53,753,107.43","1,169,525,616.46","19,144,580.48",4.4357,2.1213,"798,406,693.07",4.2432,3.0655,"675,473,571.65","3,726,060.38",3.0092,2.1845,2.7215,0.9834,0.4756,4.0582,-7.8942,16.6052,43.18,"130,905,637.73","1,967,932,309.53","35,160,802.01"
江苏新泉汽车饰件股份有限公司,2012,1.0916,2.9022,"14,100,826.71","550,315,187.57",1.5,1.0381,0.5466,0.139,"-61,546,796.81","485,662,876.68",59.9994,"38,266,185.67","44,797,838.89","353,649,776.30",,11.2431,,"530,460,715.57",6.9535,5.9231,"398,301,500.20","1,259,752.98",8.63,1.6685,,,0.6225,6.0071,,,,"63,843,360.04","884,110,491.87","30,524,989.50"
南京奥联汽车电子电器股份有限公司,2012,1.1596,2.993,"5,862,302.30","173,150,494.24",1.128,1.1913,0.8483,0.2604,"28,911,790.76","125,342,396.10",53.0084,"12,582,906.14","5,261,625.73","115,779,632.88",,4.347,,"130,604,021.83",7.267,7.4864,"105,236,873.49","1,263,006.31",8.5123,2.4479,,,0.7028,5.7704,,,,"19,510,978.95","246,383,654.71","9,452,097.04"
深圳市特尔佳科技股份有限公司,2012,0.9529,4.1192,"-955,475.97","282,440,058.84",0.3219,2.8715,2.4521,1.1758,"20,969,973.08","99,166,001.88",24.353,"35,522,040.03","4,304,996.53","321,408,688.88","-1,019,984.62",1.3236,82.0304,"103,470,998.41",12.5768,8.1009,"187,514,703.92","1,939,294.06",9.7489,4.3259,1.5227,2.181,0.6632,12.5506,1.8302,-0.4803,20.38,"20,059,035.48","424,879,687.29","31,265,530.45"
浙江万安科技股份有限公司,2012,1.0045,6.6804,"26,725,837.08","1,020,684,449.94",1.4388,1.1277,0.8664,0.6586,"71,737,809.11","881,858,629.53",58.996,"22,636,420.84","70,960,436.42","662,237,600.98","21,641,079.19",9.9635,2.7193,"952,819,065.95",2.2178,2.7334,"773,284,084.87","4,845,511.97",1.8417,3.2985,7.3009,1.6907,0.6301,1.1768,1.8909,-0.5914,52.5,"147,849,648.33","1,615,056,666.93","11,675,026.72"
辽宁曙光汽车集团股份有限公司,2012,1.2968,6.7009,"103,927,060.58","5,584,223,968.73",2.0052,0.9909,0.8229,0.5145,"271,333,828.78","4,377,475,136.96",66.7241,"224,481,161.03","1,013,412,879.68","2,688,489,476.26","106,333,418.55",29.8815,2.1495,"5,390,888,016.64",4.0199,4.2016,"4,818,317,989.12","59,338,433.38",6.9289,6.0269,81.9494,1.5654,0.7092,2.8017,-10.6254,5.368,20.65,"1,214,831,374.36","8,079,377,492.90","155,018,509.25"
浙江银轮机械股份有限公司,2012,1.1386,3.6298,"27,010,977.65","1,684,223,828.32",0.8414,1.4073,1.1164,0.5993,"173,471,823.49","1,018,240,738.34",45.6921,"56,236,644.64","114,661,238.22","1,346,524,455.27","25,602,909.13",8.582,5.0467,"1,132,901,976.56",3.339,3.3972,"1,333,806,723.06","6,766,593.80",3.3892,4.3013,3.4877,1.8113,0.6991,2.8217,-7.2744,6.0187,12.65,"218,206,082.04","2,479,426,431.83","46,001,778.37"
成都西菱动力科技股份有限公司,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宁波双林汽车部件股份有限公司,2012,1.0777,4.594,"8,762,289.36","1,074,140,849.57",0.5284,1.9127,1.5199,0.9619,"204,679,909.68","513,275,690.30",34.5709,"134,491,944.68","3,250,000.00","977,580,016.72","8,404,851.43",0.3395,15.4011,"516,525,690.30",12.5209,10.0174,"774,320,475.74","7,114,769.26",11.98,3.8467,2.0764,2.4991,0.753,12.0132,10.0927,9.9525,57.75,"166,858,768.37","1,494,105,707.02","111,667,940.03"
长鹰信质科技股份有限公司,2012,1.1482,4.5442,"2,721,585.62","985,320,007.79",0.4094,2.5613,1.9173,1.184,"26,891,961.31","435,051,364.44",29.0457,"120,435,810.59",,"1,062,766,979.67","-2,602,648.16",,4.3189,"435,051,364.44",12.223,9.8268,"763,460,899.35","5,442,469.78",10.4903,3.4042,2.2911,2.89,0.8217,11.8674,25.8467,66.3554,40.7,"61,146,726.00","1,497,818,344.11","102,045,408.43"
山东金麒麟股份有限公司,2012,1.1677,4.9308,"40,324,785.33","851,464,979.80",2.2969,1.3017,0.9598,0.6231,"170,910,913.34","560,175,968.15",69.6689,"129,825,732.73","354,147,505.36","398,060,918.70",,47.2552,,"914,323,473.51",15.2473,12.965,"566,302,457.41","8,019,057.07",27.0386,2.9571,,,0.6488,14.8101,,,,"88,552,554.07","1,312,384,392.21","106,695,116.14"
江苏太平洋精锻科技股份有限公司,2012,0.7215,4.9278,"-184,590.75","438,857,276.26",0.2107,3.4722,2.8381,1.8632,"112,182,321.71","146,091,425.98",17.4056,"132,558,594.74","60,747,640.59","981,509,130.33","-866,163.34",5.8285,18.3458,"206,839,066.57",30.2054,11.7933,"248,949,935.93","4,260,926.90",11.39,2.8334,0.8755,0.8631,0.393,36.4757,14.5532,13.356,50.63,"45,320,988.40","1,188,348,196.90","111,753,618.49"
力帆实业(集团)股份有限公司,2012,1.1712,6.4359,"114,296,456.97","8,678,739,436.63",1.754,1.2605,0.9561,0.6618,"-639,428,182.87","6,618,551,970.35",63.6895,"346,430,652.55","2,329,510,900.24","5,101,456,712.01","104,980,389.55",32.1786,-3.804,"8,948,062,870.59",3.9917,3.6348,"7,103,125,376.52","149,503,174.79",6.5465,4.4387,6.18,1.7327,0.6988,3.695,0.5606,30.2197,65.01,"838,984,237.73","14,049,519,582.60","305,541,224.26"
常州光洋轴承股份有限公司,2012,1.2333,3.2332,"12,506,887.64","555,619,106.38",0.6107,2.1357,1.5645,0.6997,"30,329,739.44","225,315,892.15",37.9145,"70,429,534.26","48,400,000.00","448,213,921.23","11,565,405.21",9.746,2.525,"273,715,892.15",12.6759,11.885,"372,018,781.45","5,221,706.08",13.1494,2.6084,2.527,2.3211,0.8054,12.1639,1.4547,9.7366,45.2912,"30,424,339.97","721,929,813.38","58,937,608.91"
浙江世纪华通集团股份有限公司,2012,0.8321,3.6695,"-12,449,623.76","928,899,703.55",0.1918,3.6832,2.601,1.6319,"83,007,647.94","304,961,728.07",16.0957,"110,771,945.00",,"1,589,716,698.82","-12,570,720.63",,28.2545,"304,961,728.07",11.9251,5.434,"695,912,228.39","4,327,173.20",5.8961,2.437,1.0608,1.3446,0.514,11.523,-6.9916,10.1767,52,"33,002,843.69","1,894,678,426.89","93,406,490.13"
桂林福达股份有限公司,2012,0.9768,3.6692,"59,011,803.59","1,105,085,124.40",3.1738,0.7872,0.5811,0.2664,"104,694,750.67","1,454,717,860.34",76.0413,"146,322,149.67","638,459,229.50","659,508,708.49","49,997,313.35",49.1891,1.8777,"2,093,177,089.84",13.2408,7.4305,"782,921,508.20","5,098,454.70",19.5767,2.7521,,0.7315,0.4183,13.2133,-21.0795,8.7394,,"119,570,497.07","2,752,685,798.33","129,110,306.94"
安徽安凯汽车股份有限公司,2012,1.2804,7.071,"6,843,087.95","3,841,363,538.42",2.0015,1.3444,1.216,0.8834,"422,859,845.66","2,416,333,833.66",66.6835,"116,152,295.72","350,832,333.19","1,382,537,362.33","6,708,888.02",20.9597,13.0603,"2,767,166,166.85",3.0237,3.1765,"3,319,639,113.85","5,445,911.37",7.1923,9.1012,5.153,4.4275,0.9932,2.6275,2.8128,15.7236,20.48,"174,039,363.80","4,149,703,529.18","99,011,288.14"
杭州雷迪克节能科技股份有限公司,2012,0.9026,4.9272,"12,614,492.68","246,663,609.37",2.4463,1.0335,0.7484,0.2693,"103,853,235.53","264,421,286.14",70.9832,"17,850,914.94","250,726.16","108,193,611.70",,0.2312,,"264,672,012.30",7.2369,8.1706,"180,286,341.53","2,292,588.33",13.8348,2.3909,,,0.6615,6.5382,,,,"5,934,738.54","372,865,624.00","14,968,391.88"
山东隆基机械股份有限公司,2012,1.1195,4.3949,"37,864,332.50","1,011,519,307.65",1.0089,1.0078,0.4788,0.2079,"98,560,554.07","900,728,069.99",50.221,"53,172,342.01","67,008,625.00","959,218,260.60","35,885,090.79",6.9148,2.5372,"967,736,694.99",5.2567,4.7937,"812,278,964.50","2,860,398.90",4.2611,1.9054,11.1371,1.06,0.5445,4.0297,-2.4105,7.7322,56.25,"63,296,181.32","1,926,954,955.59","38,308,811.31"
浙江世宝股份有限公司,2012,0.9423,2.241,"8,569,382.77","548,384,676.25",0.6111,1.5861,1.2477,0.4856,"18,202,299.16","403,291,791.65",37.9291,"79,496,522.00","45,120,376.56","733,825,860.28","8,489,061.87",5.9208,1.9958,"448,412,168.21",14.4965,7.8784,"379,802,713.65","3,427,055.31",10.0604,2.9341,2.5554,1.0253,0.491,14.2485,-12.387,12.4493,59.57,"70,278,922.57","1,182,238,028.49","68,894,979.75"
无锡隆盛科技股份有限公司,2012,1.0712,4.2449,"914,085.74","100,407,961.01",0.4731,5.5953,4.526,2.4777,"17,905,808.39","16,752,751.36",32.1177,"26,400,539.97","25,289,272.61","88,857,633.76",,22.155,,"42,042,023.97",26.2933,20.8668,"59,093,697.63","666,978.27",25.2322,3.2986,,,0.7671,29.724,,,,"3,631,307.71","130,899,657.73","22,420,752.83"
长春一东离合器股份有限公司,2012,0.8986,3.4569,"6,905,197.13","602,709,985.11",1.3878,1.331,1.0478,0.5733,"40,044,409.80","477,824,180.67",58.1197,"18,586,653.56","4,595,233.46","347,624,701.22","7,553,120.24",1.4697,4.9595,"482,419,414.13",3.0838,3.0171,"463,447,654.09","3,663,100.36",1.0894,3.1419,3.6456,3.0807,0.6957,2.4865,-19.7406,-8.054,37.01,"12,182,801.95","830,044,115.35","14,390,638.63"
光启技术股份有限公司,2012,0.777,2.3817,"-3,101,917.25","234,960,473.86",0.1535,4.9327,4.337,2.5143,"27,391,644.66","61,385,219.65",13.3072,"40,108,386.58","1,932,000.00","412,495,330.40","-3,117,129.94",0.4662,20.1077,"63,317,219.65",17.0703,8.0925,"158,385,662.30","1,310,056.44",8.3368,4.6273,0.9532,1.5187,0.514,17.6854,5.1751,8.5351,27,"37,109,862.10","475,812,550.05","34,389,083.99"
浙江金固股份有限公司,2012,0.9185,6.389,"31,265,246.87","896,786,308.45",1.1044,1.054,0.6449,0.3119,"63,720,228.48","896,175,314.58",52.4799,"67,358,628.24","148,110,904.75","945,593,764.07","32,708,175.61",14.0765,1.6162,"1,044,286,219.33",7.5111,5.5448,"662,179,616.89","1,254,823.21",6.3311,2.0054,4.4138,1.0827,0.4969,6.9062,15.6225,22.8696,18.75,"77,511,177.18","1,989,879,983.40","57,401,524.23"
南宁八菱科技股份有限公司,2012,0.9255,8.5726,"-7,618,948.79","547,644,657.36",0.3019,3.5938,2.9246,2.3829,"89,918,614.58","165,747,852.16",23.1877,"90,117,480.90","31,583,533.08","653,686,223.70","-7,731,834.80",4.6089,235.5651,"197,331,385.24",16.4555,10.149,"411,644,570.11","2,523,525.09",13.2459,4.2924,1.2588,2.4887,0.6746,18.7011,8.9612,10.1645,20.1,"42,529,246.80","851,017,608.94","86,586,685.72"
渤海汽车系统股份有限公司,2012,1.0867,4.6986,"60,508,109.72","1,414,189,294.98",1.2095,1.4315,1.03,0.6807,"286,170,216.43","873,629,912.88",54.7408,"49,986,760.34","246,731,250.00","926,303,462.09","54,937,215.43",21.1358,4.9244,"1,120,361,162.88",3.5347,5.1734,"1,179,067,413.56","7,197,231.23",4.5574,3.3016,3.0947,1.9459,0.6973,3.1057,-22.4622,1.8423,49.67,"141,647,002.73","2,046,664,624.97","42,725,558.49"
金杯汽车股份有限公司,2012,1.0075,5.8226,"150,354,778.17","5,048,786,703.13",10.563,0.9087,0.7881,0.5759,"249,174,290.56","6,337,607,690.27",91.3517,"115,534,934.20","295,458,004.06","627,954,808.85","144,515,864.43",44.4001,1.281,"6,633,065,694.33",2.2884,4.1021,"4,411,527,035.51","21,898,956.49",6.1984,5.9188,,3.8004,0.7964,1.7963,7.7906,34.0187,24.38,"272,760,942.70","7,261,020,503.18","89,454,783.38"
扬州亚星客车股份有限公司,2012,1.0619,2.0112,"4,011,562.39","995,916,313.45",5.3866,1.0911,0.9678,0.301,"-91,998,612.56","997,004,965.90",84.3421,"5,911,073.78",,"185,091,283.10","3,440,653.60",,-10.0505,"997,004,965.90",0.5935,0.8969,"889,299,492.18","2,810,334.22",3.1936,6.8168,12.9681,9.5031,0.9552,0.5879,23.0418,30.8824,51,"1,340,241.01","1,182,096,249.00","5,911,073.78"
中原内配集团股份有限公司,2012,1.0627,9.8711,"2,309,101.97","1,022,773,651.33",0.2169,5.6617,4.3547,3.6459,"202,134,334.59","215,453,741.38",17.8254,"170,472,266.27","138,467,777.01","1,631,564,298.34","731,854.85",7.8235,33.232,"353,921,518.39",16.6676,10.0335,"703,244,121.71","6,265,220.27",8.7712,2.5952,1.5625,1.3749,0.5994,16.5456,4.8147,39.1226,19.19,"32,785,566.17","1,985,485,816.73","143,097,134.46"
上海凯众材料科技股份有限公司,2012,0.7952,4.2374,"-2,297,695.64","188,897,396.08",0.2646,3.9369,3.2993,2.2297,"45,029,122.80","62,943,009.67",20.9239,"60,886,231.67",,"237,875,801.71",,,,"62,943,009.67",32.2324,20.5397,"105,124,249.08","790,530.99",21.9658,2.6291,1.0125,3.9611,0.6622,38.537,10.4699,11.5499,,"5,955,661.90","300,818,811.38","52,251,292.37"
天润曲轴股份有限公司,2012,0.5447,3.6457,"-89,150.99","1,068,768,689.67",0.4629,1.2899,0.8444,0.5134,"133,440,847.43","1,373,552,317.91",31.6447,"70,146,514.25","30,422,622.12","3,032,705,488.05","-1,041,947.55",1.0119,14.6272,"1,403,974,940.03",6.5633,1.624,"861,403,577.35","487,342.32",2.133,1.4297,1.4349,0.4661,0.2512,6.2641,-26.6404,8.9115,38.61,"175,329,447.58","4,436,680,428.08","63,458,979.93"
怀集登云汽配股份有限公司,2012,0.9568,3.4511,"11,720,629.69","305,714,172.95",1.4653,1.0517,0.7019,0.3082,"29,364,985.99","307,735,085.20",59.4368,"41,112,405.58","62,000,000.00","252,328,922.60","9,347,484.57",19.7246,3.0878,"369,735,085.20",13.448,9.0797,"191,791,172.86","36,560.79",13.5708,1.826,2.7502,1.2941,0.5501,12.7957,-3.5514,27.101,17.15,"36,830,493.68","622,064,007.80","34,243,148.22"
云南西仪工业股份有限公司,2012,0.8009,3.2552,"5,635,725.91","340,228,869.44",0.442,1.8328,0.918,0.3614,"-47,218,246.34","217,080,893.31",30.6535,"-51,183,950.20","8,600,000.00","510,551,733.81","5,564,374.04",1.686,-7.4173,"225,680,893.31",-15.044,-5.9342,"329,345,018.98","1,670,341.69",-10.2757,1.7601,1.697,0.9892,0.4426,-13.1225,-11.2051,-8.1168,49.04,"2,816,676.54","736,232,627.12","-51,255,147.93"
常州星宇车灯股份有限公司,2012,0.6979,9.3659,"-45,972,731.59","1,318,161,828.34",0.2699,3.9448,3.1879,2.3148,"28,028,126.62","456,378,983.67",21.2543,"220,666,333.70","38,517,399.53","1,833,554,348.08","-45,874,117.10",2.0657,13.0645,"494,896,383.20",16.7405,7.5565,"976,416,412.65","6,097,720.79",10.3381,2.851,0.9187,3.1061,0.5699,17.0372,20.1037,1.3327,43.32,"27,482,649.83","2,328,450,731.28","188,135,819.02"
无锡威孚高科技集团股份有限公司,2012,0.9615,4.5521,"-75,494,945.74","5,015,283,418.71",0.2338,3.1548,2.7616,1.8115,"1,165,759,218.46","1,931,768,731.86",18.9489,"1,038,016,870.11","163,221,199.71","8,960,984,000.77","-77,125,395.78",1.8507,52.0973,"2,094,989,931.57",20.6971,10.1225,"3,773,477,621.24","31,832,916.09",10.2741,4.5932,1.6701,1.1728,0.5283,21.5601,-14.968,39.4334,20,"280,305,865.12","11,055,973,932.34","934,237,292.21"
广州汽车集团股份有限公司,2012,0.6149,14.4149,"198,779,478.00","12,874,010,550.00",0.5426,2.2864,2.1288,1.7629,"956,076,280.00","8,867,524,018.00",35.1752,"999,836,360.00","8,502,594,057.00","32,011,613,624.00","159,614,931.00",21.4753,1.9303,"17,370,118,075.00",7.7125,2.4743,"11,828,665,377.00","361,593,771.00",3.6462,8.0628,0.9487,0.503,0.2767,7.5065,17.2487,10.8181,57.58,"2,537,540,380.00","49,381,731,699.00","1,064,622,560.00"
北京威卡威汽车零部件股份有限公司,2012,1.0969,10.3012,"-27,399,010.74","1,659,993,578.55",0.0834,10.0998,8.4409,7.2777,"415,609,328.93","218,735,688.02",7.6973,"535,300,081.65",,"2,622,968,775.37","-28,864,191.34",,,"218,735,688.02",32.2471,24.9405,"997,570,768.51","12,578,294.96",14.4843,3.1557,1.2941,3.2097,0.8175,36.0106,18.417,133.0305,37.5,"96,441,547.91","2,841,704,463.39","406,207,838.05"
浙江兆丰机电股份有限公司,2012,1.1676,2.9571,"-3,109,648.62","276,342,902.02",0.4959,1.5501,1.3583,0.7389,"84,616,492.58","152,688,725.00",33.1516,"39,126,492.77","9,500,727.30","327,046,416.08",,3.0202,,"162,189,452.30",14.1587,7.3619,"162,854,498.55","3,026,626.21",11.4433,5.5624,,,0.5648,17.2792,,,,"17,404,253.08","489,235,868.38","34,107,097.93"
厦门日上集团股份有限公司,2012,0.6647,4.9765,"26,535,275.57","1,091,393,830.87",0.8827,1.5295,0.7532,0.3094,"-205,965,796.83","990,144,053.89",46.8839,"57,063,076.49","52,372,506.21","1,181,098,533.13","22,475,838.10",4.2459,-6.2605,"1,042,516,560.10",5.2285,3.5895,"949,049,890.87","3,509,248.39",3.9236,1.3261,1.6807,1.9015,0.4925,4.3548,-15.4582,0.6995,46.19,"105,475,318.27","2,223,615,093.23","46,341,030.87"
湖南天雁机械股份有限公司,2012,1.4906,8.7871,"9,636,852.61","918,110,910.91",0.6056,2.2138,1.906,1.4058,"179,998,418.09","370,378,086.82",37.719,"76,873,914.84","8,050,000.00","624,853,319.05","7,339,379.70",1.2719,20.6716,"378,428,086.82",8.3731,8.6697,"695,759,577.56","9,329,760.23",10.2122,5.6144,40.7366,2.583,0.9452,7.3613,-53.7137,-43.1079,31.43,"840,848.52","1,003,281,405.87","65,240,342.31"
