公司中文名称,年份,"流动资产周转率
[报告期] 2011年报
[单位] 次","应收账款周转率
[报告期] 2011年报
[单位] 次","财务费用
[报告期] 2011年报
[报表类型] 合并报表
[单位] 元","主营业务收入
[报告期] 2011年报
[报表类型] 合并报表
[单位] 元","产权比率
[报告期] 2011年报","流动比率
[报告期] 2011年报","速动比率
[报告期] 2011年报","现金比率
[报告期] 2011年报","经营活动现金净流量(TTM)
[报告期] 2011年报
[单位] 元","流动负债合计
[报告期] 2011年报
[报表类型] 合并报表
[单位] 元","资产负债率
[报告期] 2011年报
[单位] %","利润总额(TTM)
[报告期] 2011年报
[单位] 元","非流动负债合计
[报告期] 2011年报
[报表类型] 合并报表
[单位] 元","所有者权益合计
[报告期] 2011年报
[报表类型] 合并报表
[单位] 元","利息支出(TTM)
[报告期] 2011年报
[单位] 元","长期资本负债率
[报告期] 2011年报
[单位] %","现金流量利息保障倍数
[报告期] 2011年报","负债合计
[报告期] 2011年报
[报表类型] 合并报表
[单位] 元","利润总额/营业收入(TTM)
[报告期] 2011年报
[单位] %","总资产报酬率ROA
[报告期] 2011年报
[单位] %","主营业务成本
[报告期] 2011年报
[报表类型] 合并报表
[单位] 元","税金及附加
[报告期] 2011年报
[报表类型] 合并报表
[单位] 元","净资产收益率ROE(摊薄)
[报告期] 2011年报
[单位] %","存货周转率
[报告期] 2011年报
[单位] 次","营运资本周转率
[报告期] 2011年报
[单位] 次","非流动资产周转率
[报告期] 2011年报
[单位] 次","总资产周转率
[报告期] 2011年报
[单位] 次","成本费用利润率
[报告期] 2011年报
[单位] %","营业收入(同比增长率)
[报告期] 2011年报
[单位] %","总资产(同比增长率)
[报告期] 2011年报
[单位] %","大股东持股比例
[日期] 2012-03-01
[大股东排名] 第1名
[单位] 1%","无形资产
[报告期] 2011年报
[报表类型] 合并报表
[单位] 元","资产总计
[报告期] 2011年报
[报表类型] 合并报表
[单位] 元","净利润(TTM)
[报告期] 2011年报
[单位] 元"
安徽安凯汽车股份有限公司,2011,1.6271,7.8644,"11,035,057.44","3,736,270,436.39",1.6972,1.3147,1.1144,0.8177,"307,885,734.35","2,093,107,723.56",62.9245,"118,862,218.13","163,287,313.36","1,329,480,604.11","9,701,919.29",11.4275,13.3971,"2,256,395,036.92",3.1813,4.1995,"3,267,168,686.52","8,833,662.24",7.7543,8.4621,8.6448,4.8833,1.2204,2.9143,18.5125,41.3441,20.48,"175,450,465.44","3,585,875,641.03","106,133,812.52"
常州光洋轴承股份有限公司,2011,1.2933,3.3188,"12,158,549.51","547,652,404.32",0.6555,1.7792,1.1157,0.3763,"47,997,044.43","235,976,221.51",39.5936,"61,549,393.90","24,500,000.00","397,399,005.31","10,447,143.86",5.9327,4.4075,"260,476,221.51",11.2388,11.4272,"378,489,188.71","4,024,228.09",13.4669,2.3786,3.1032,2.6508,0.8692,10.967,-2.6348,9.2428,,"31,023,339.75","657,875,226.82","53,134,762.68"
海马汽车集团股份有限公司,2011,1.4055,198.1562,"-13,866,018.78","11,214,297,916.44",0.5516,1.6405,1.4726,1.4389,"-866,903,305.44","4,571,195,697.63",35.5492,"593,287,848.37","85,675,386.10","8,442,936,861.57","-17,680,039.38",1.3008,-235.8921,"4,656,871,083.73",5.2905,4.4558,"9,753,771,894.86","476,002,252.02",5.1582,12.3623,3.2644,2.2704,0.8681,5.2873,10.1099,2.8366,28.8,"981,466,121.52","13,099,807,945.30","550,498,090.57"
科华控股股份有限公司,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
华菱星马汽车(集团)股份有限公司,2011,2.5297,24.3059,"27,610,822.45","6,853,693,880.97",1.2049,1.3766,0.7537,0.4102,"272,959,279.36","2,762,912,748.61",54.6457,"597,717,956.00","479,078,422.53","2,690,753,589.84","26,588,973.08",15.2413,6.317,"3,241,991,171.14",8.7211,15.6358,"5,716,419,055.17","22,276,216.53",18.9498,4.7907,9.6284,5.34,1.7165,8.0927,-15.3268,-5.409,14.2,"386,942,157.94","5,932,744,760.98","505,386,905.63"
潍柴动力股份有限公司,2011,1.4931,12.8866,"30,780,700.73","60,019,265,103.58",1.1294,1.452,1.0999,0.8895,"5,952,680,781.75","29,413,337,259.43",53.0377,"7,418,506,273.98","3,228,447,348.71","28,902,762,812.10","13,643,616.12",12.3544,26.3674,"32,641,784,608.14",12.3602,13.0728,"46,806,606,604.13","222,009,260.83",24.4371,4.8882,4.6844,3.604,1.0557,11.9773,-5.1522,17.1893,24.16,"1,155,490,455.27","61,544,547,420.24","6,319,995,658.93"
力帆实业(集团)股份有限公司,2011,1.2508,7.4023,"85,424,799.16","8,630,354,473.37",1.1737,1.201,0.9812,0.6555,"143,422,005.59","5,393,625,350.00",53.9962,"440,992,484.19","432,074,175.00","4,963,389,740.14","37,570,692.59",8.311,2.0907,"5,825,699,525.00",5.1098,4.5711,"7,221,436,068.21","150,124,585.41",8.1872,7.0484,4.0211,2.4178,0.8244,4.6047,27.4648,6.3021,65.01,"798,214,280.34","10,789,089,265.14","375,341,854.88"
长鹰信质科技股份有限公司,2011,1.4592,4.7678,"19,553,300.48","782,952,620.04",0.903,1.4295,1.0297,0.4259,"49,064,659.29","421,143,267.71",47.4505,"86,742,307.84","6,087,647.14","473,141,639.92","10,069,192.30",1.3311,4.1156,"427,230,914.85",11.0789,11.944,"608,554,821.00","2,641,552.32",,3.887,4.2555,2.8578,0.966,10.8674,45.1907,24.9269,54.27,"61,643,635.96","900,372,554.77","75,744,248.47"
浙江银轮机械股份有限公司,2011,1.3745,4.2669,"33,781,178.18","1,816,353,049.32",0.8463,1.5656,1.233,0.6944,"59,726,677.01","974,398,281.38",45.8387,"123,946,596.60","97,616,189.32","1,266,653,792.98","28,556,113.86",7.5886,1.8912,"1,072,014,470.70",6.8239,7.6337,"1,418,194,269.67","6,473,910.18",8.8103,4.6315,4.3634,2.6858,0.9092,6.412,23.2758,41.1516,12.65,"169,464,510.33","2,338,668,263.68","107,891,013.76"
斯太尔动力股份有限公司,2011,1.0512,3.474,"250,618.32","447,092,797.50",2.776,0.9755,0.6798,0.2769,"-47,187,673.48","504,827,397.00",73.5167,"2,556,756.39",,"181,856,404.20","2,278,961.06",,-12.148,"504,827,397.00",0.5719,0.7716,"395,966,050.55","1,835,882.52",2.0326,3.2294,15.9122,2.2199,0.7134,1.3857,-18.8036,21.1546,7.18,"14,890,383.00","686,683,801.20","6,183,631.96"
山东隆基机械股份有限公司,2011,1.159,4.6802,"28,441,149.95","1,036,504,382.45",0.9172,1.241,0.7219,0.3626,"66,902,173.58","724,726,102.64",47.8419,"66,330,664.12","131,000,000.00","932,926,253.82","23,475,420.78",13.0138,2.3355,"855,726,102.64",6.3995,5.3224,"845,471,710.09","2,425,057.13",6.1811,2.7502,4.313,1.307,0.6143,5.7077,12.2142,12.7794,56.25,"44,267,686.88","1,788,652,356.46","55,249,990.51"
北京威卡威汽车零部件股份有限公司,2011,1.8414,8.6941,"-241,188.21","1,401,820,715.05",0.2484,3.3697,2.2595,1.4383,"296,616,787.77","242,642,699.20",19.8976,"470,000,109.74",,"976,813,328.49","1,034,915.23",,180.9681,"242,642,699.20",33.5278,42.722,"790,881,011.09","9,858,754.11",,3.302,2.695,4.1076,1.2714,38.3358,20.5937,23.7199,50,"50,523,139.73","1,219,456,027.69","352,375,727.29"
江苏新泉汽车饰件股份有限公司,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
渤海汽车系统股份有限公司,2011,1.334,4.941,"52,620,297.17","1,823,871,481.40",1.2537,1.6587,1.2128,0.7425,"238,033,711.75","815,213,040.78",55.6281,"118,155,645.02","302,712,450.00","891,715,232.47","46,381,103.15",25.4482,4.628,"1,117,925,490.78",6.4783,8.0566,"1,485,697,401.74","9,447,896.43",11.3199,4.4308,4.2999,2.7019,0.8931,5.9355,3.1887,-3.144,49.67,"11,528,786.62","2,009,640,723.25","100,570,784.77"
宁波双林汽车部件股份有限公司,2011,1.0162,4.9391,"6,959,002.70","975,669,032.79",0.4877,2.271,1.8199,1.2638,"111,294,788.61","445,446,933.62",32.7808,"170,514,817.49",,"913,417,438.00","4,422,030.23",,11.5161,"445,446,933.62",17.4767,13.8345,"690,506,538.33","6,715,870.33",15.3458,3.5629,1.7315,3.2059,0.7716,17.5262,25.7487,16.13,57.75,"100,230,762.49","1,358,864,371.62","142,238,289.29"
无锡隆盛科技股份有限公司,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上海新朋实业股份有限公司,2011,0.8058,5.2775,"-8,508,608.06","1,408,900,845.89",0.1231,6.3253,5.8883,4.5334,"153,548,124.68","243,752,586.72",10.9568,"73,478,962.06","52,180,000.00","2,404,976,231.72","-26,104,141.27",2.4164,,"295,932,586.72",5.2153,1.8598,"1,172,706,993.89","1,679,666.76",3.0282,12.559,0.9231,1.7634,0.5531,4.5205,9.9388,12.8284,32.43,"99,398,440.48","2,700,908,818.44","60,388,696.68"
成都豪能科技股份有限公司,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中原内配集团股份有限公司,2011,1.2833,9.4319,"8,927,520.17","975,792,546.47",0.4323,1.7616,1.1111,0.6569,"67,565,375.08","400,210,838.16",30.1832,"149,392,033.26","30,548,853.34","996,388,610.18","892,700.42",2.9752,10.7129,"430,759,691.50",15.3098,11.2731,"690,227,409.52","4,389,021.19",12.6409,2.8058,2.1635,1.7036,0.732,15.1688,18.6754,15.1747,24.4,"58,910,930.20","1,427,148,301.68","125,936,470.46"
扬州亚星客车股份有限公司,2011,1.1594,2.6156,"1,791,887.96","809,412,912.18",4.0711,1.0866,0.8962,0.2077,"-152,042,295.58","725,070,827.54",80.2803,"-41,646,066.26",,"178,103,306.02","1,287,023.09",,-29.2473,"725,070,827.54",-5.1452,-4.7543,"741,897,651.02","3,520,384.47",-23.3831,6.548,16.8163,5.3677,0.9535,-4.8266,21.2902,13.6603,51,"9,742,250.33","903,174,133.56","-41,646,066.26"
湖南机油泵股份有限公司,2011,1.1705,4.0675,"15,076,316.21","433,563,756.29",1.5021,1.3863,0.8795,0.4119,"35,683,449.01","267,202,491.88",60.0332,"57,949,001.08","99,668,500.04","244,242,147.57",,28.9809,,"366,870,991.92",13.3657,11.9496,"303,451,472.38","3,007,593.51",20.4573,2.2409,,,0.7095,12.9202,,,,"40,941,701.00","611,113,139.49","49,965,455.89"
金杯汽车股份有限公司,2011,1.1252,6.76,"147,020,322.41","4,683,882,232.35",9.1744,0.8886,0.7372,0.5351,"-75,905,443.50","4,797,400,581.36",90.1715,"102,216,636.54","88,012,004.75","532,502,444.29","146,210,020.11",20.2296,-0.3943,"4,885,412,586.11",2.1823,4.804,"4,154,478,262.66","14,425,278.38",8.9462,5.9035,,4.645,0.9058,1.6511,0.1923,10.0179,24.38,"276,957,967.18","5,417,915,030.40","77,055,818.38"
浙江万安科技股份有限公司,2011,1.22,7.8657,"27,484,562.67","1,001,742,663.66",1.459,1.1917,0.918,0.7377,"-56,000,421.11","870,832,669.28",59.3327,"52,298,149.79","93,124,904.27","660,706,574.26","24,427,906.50",12.7239,-1.9698,"963,957,573.55",5.2207,5.8527,"733,019,647.23","3,336,321.46",6.8513,3.3345,26.6852,2.0449,0.7641,4.7213,15.4583,62.9162,52.5,"150,070,389.41","1,624,664,147.81","44,380,728.76"
奥特佳新能源科技股份有限公司,2011,0.8904,4.4372,"-1,807,687.29","415,622,229.01",0.1259,7.4818,6.6882,4.8753,"23,830,768.30","61,640,735.09",11.183,"10,318,092.17","5,860,000.00","536,099,139.28","-6,798,683.48",1.0813,"1,238.43","67,500,735.09",2.4826,0.5967,"366,073,890.69","1,675,858.10",1.9676,7.187,1.0064,3.3776,0.7047,2.6008,-0.4623,4.7856,42.54,"23,334,896.29","603,599,874.37","10,548,395.11"
桂林福达股份有限公司,2011,1.219,5.0332,"57,327,628.11","1,400,251,762.04",3.7727,0.9066,0.6883,0.3104,"-105,717,016.03","1,232,504,685.51",79.0477,"197,522,924.84","768,548,696.72","530,398,401.55","48,795,932.53",59.1671,-2.0024,"2,001,053,382.23",14.1062,10.9791,"1,014,107,969.27","3,094,122.19",32.2027,3.9448,,1.2789,0.6241,14.0116,5.3301,29.4461,,"106,009,771.74","2,531,451,783.78","170,802,508.07"
无锡威孚高科技集团股份有限公司,2011,1.5105,5.4438,"26,348,164.48","5,898,113,089.49",0.4848,1.7389,1.3847,0.8345,"326,269,185.07","2,494,968,955.69",32.6492,"1,396,805,786.35","93,859,975.40","5,340,388,505.10","22,699,606.64",1.8197,10.0984,"2,588,828,931.09",23.6822,19.325,"4,314,627,953.07","33,003,660.27",23.7876,4.7906,4.0213,1.7142,0.803,25.1313,9.8097,17.268,20,"249,921,186.58","7,929,217,436.19","1,255,510,857.89"
怀集登云汽配股份有限公司,2011,1.0518,4.2002,"12,722,377.60","316,971,094.07",1.1618,2.8947,1.9546,0.8773,"37,199,798.16","108,948,742.74",53.7424,"49,309,245.78","154,080,000.00","226,396,375.40","7,646,859.88",40.4966,4.7447,"263,028,742.74",15.5564,12.6731,"196,993,127.89","448,173.04",18.0799,2.0374,1.6093,2.1407,0.7053,15.0791,16.4466,19.5389,,"39,478,434.02","489,425,118.14","40,932,217.61"
深圳市特尔佳科技股份有限公司,2011,0.9142,5.575,"-1,448,376.15","277,363,660.90",0.421,2.5113,2.1436,1.7341,"-6,155,771.46","122,672,017.41",29.6271,"42,407,737.43","3,815,014.65","300,443,158.43","-1,713,468.37",1.2559,,"126,487,032.06",15.2896,9.9234,"188,388,182.29","1,552,941.69",11.275,4.7246,1.4925,2.6,0.6764,14.2337,7.8664,8.568,20.38,"6,302,146.45","426,930,190.49","33,804,559.39"
浙江世宝股份有限公司,2011,1.3497,3.7762,"5,694,893.68","625,917,119.21",0.5882,1.5817,1.2124,0.5454,"44,958,300.41","331,445,952.39",37.0349,"125,894,495.81","57,920,986.95","661,984,858.54","5,846,962.45",8.2828,6.6825,"389,366,939.34",20.1136,14.1477,"403,887,118.40","5,156,884.62",17.5986,3.1018,3.2219,1.339,0.6722,22.1289,14.6486,29.6336,,"74,352,887.70","1,051,351,797.88","110,647,997.28"
南宁八菱科技股份有限公司,2011,1.1302,8.9998,"4,946,916.23","502,605,353.41",0.3099,3.9827,3.4346,2.9531,"28,491,580.44","147,578,161.69",23.656,"86,099,226.14","35,163,908.05","589,755,287.78","4,852,745.15",5.627,5.1992,"182,742,069.74",17.1306,14.7658,"376,645,628.08","2,746,880.98",13.3456,5.032,1.8277,2.9346,0.816,18.5415,7.9884,68.1439,20.1,"25,352,228.48","772,497,357.52","78,706,088.86"
河南省西峡汽车水泵股份有限公司,2011,1.2255,5.5391,"19,650,358.73","943,837,517.78",0.4773,1.9071,1.3957,0.8417,"-16,733,825.61","504,022,901.59",32.3084,"75,422,215.78","41,241,450.36","1,142,423,505.22","16,977,478.08",3.4842,-0.7731,"545,264,351.95",7.991,6.5192,"691,766,321.36","3,683,122.80",5.9426,3.0387,4.902,1.4584,0.6659,7.8002,-5.5466,47.1382,43.18,"69,923,796.83","1,687,687,857.17","68,376,576.63"
浙江金固股份有限公司,2011,0.7527,7.0492,"23,669,249.20","775,615,766.66",0.7211,1.5506,1.0988,0.6379,"-74,029,280.18","650,224,432.50",41.8976,"82,128,662.32","28,309,936.98","940,970,553.26","22,049,272.53",3.0509,-2.5134,"678,534,369.48",10.5888,7.0209,"555,385,856.40","2,073,624.41",7.8612,2.3368,1.4983,1.7108,0.5227,10.1667,31.2966,20.1265,18.75,"76,496,635.82","1,619,504,922.74","70,301,845.39"
杭州雷迪克节能科技股份有限公司,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长春一东离合器股份有限公司,2011,1.1291,4.9709,"8,653,015.80","750,952,444.81",1.5838,1.3236,1.024,0.6188,"-5,802,231.65","533,042,687.50",61.2973,"62,341,400.85","20,319,869.17","349,388,794.99","7,899,419.81",6.0923,-0.6761,"553,362,556.67",8.3016,8.1706,"539,062,948.20","3,387,312.32",13.2896,3.0349,4.6551,3.8594,0.8735,8.0579,4.6311,10.5487,37.01,"12,210,208.33","902,751,351.66","54,497,917.39"
浙江世纪华通集团股份有限公司,2011,1.2481,4.3522,"4,926,669.87","998,726,425.89",0.1144,6.2861,4.92,3.2332,"51,143,961.97","176,500,766.98",10.2636,"163,940,117.83",,"1,543,171,432.23","3,612,775.87",,4.401,"176,500,766.98",16.4149,12.8688,"710,767,849.81","4,334,479.09",9.166,3.3803,2.0392,1.9903,0.7671,17.0681,9.9935,94.4552,52,"32,326,785.46","1,719,672,199.21","141,447,394.44"
浙江万里扬股份有限公司,2011,0.6216,5.9595,"-13,654,238.67","1,122,335,767.78",0.3853,2.7386,2.0669,1.5277,"-30,955,678.83","715,509,408.63",27.8159,"133,729,501.88","29,200,000.00","1,932,574,134.07","-13,916,396.11",1.5442,-3.5166,"744,709,408.63",11.9153,4.9971,"867,800,817.24","3,352,363.90",5.9799,2.4723,0.875,1.8957,0.4681,11.5811,35.6888,26.4053,33.08,"100,832,264.77","2,677,283,542.70","116,348,379.80"
云南西仪工业股份有限公司,2011,0.8532,3.3175,"3,679,782.34","383,162,484.03",0.4262,1.9509,1.1923,0.5612,"-20,958,779.19","231,563,375.89",29.8855,"-15,091,242.30","7,900,000.00","561,806,881.74","3,377,761.58",1.4084,-4.0911,"239,463,375.89",-3.9386,-1.4488,"343,689,877.30","1,460,931.25",-2.5871,2.2128,1.7641,1.0661,0.4739,-3.7278,-26.4507,-1.7703,50.68,"1,618,791.09","801,270,257.63","-15,036,744.53"
上海凯众材料科技股份有限公司,2011,0.7522,4.7419,"85,731.63","170,994,378.25",0.1693,5.8214,4.8012,3.5237,"30,859,011.46","39,047,541.23",14.4796,"50,772,550.76",,"230,624,509.34",,,,"39,047,541.23",29.6925,18.8593,"93,675,272.30","699,995.54",18.7438,2.3516,,,0.6341,35.2753,,,,"6,159,313.17","269,672,050.57","43,227,755.07"
众泰汽车股份有限公司,2011,0.8252,3.3257,"36,986,844.00","870,554,621.20",0.5543,1.6633,1.0632,0.4629,"85,010,878.06","612,439,953.80",35.6616,"44,134,721.09","53,770,653.25","1,201,933,433.49","34,083,543.71",4.3074,2.3567,"666,210,607.05",5.0697,4.2685,"717,613,452.76","2,453,800.34",3.0432,2.073,1.9986,1.1196,0.4751,4.3761,8.3043,3.9713,33.3,"103,954,890.86","1,868,144,040.54","36,199,184.82"
兴民智通(集团)股份有限公司,2011,1.3009,11.7788,"15,320,461.83","1,507,884,857.28",0.646,1.459,0.9594,0.4977,"21,693,223.98","803,645,143.50",39.2475,"157,600,228.40","18,490,200.00","1,272,612,660.13","11,422,539.62",1.4623,1.1889,"822,135,343.50",10.4517,8.7343,"1,254,656,204.82","2,595,277.26",9.456,3.2095,3.2685,1.9429,0.7792,8.7644,12.5663,17.9772,41.31,"61,663,126.91","2,094,748,003.63","118,055,525.67"
光启技术股份有限公司,2011,1.0283,3.5269,"1,477,122.68","223,399,313.58",0.1362,5.9916,5.3589,3.5626,"10,773,347.88","50,402,434.75",11.9881,"50,301,136.85","2,152,800.00","385,840,046.41","1,138,095.81",0.5549,7.9617,"52,555,234.75",22.5162,15.7766,"147,772,491.90","947,468.09",11.0787,4.7441,1.3343,2.0532,0.6852,23.9389,17.7816,105.1436,27,"29,406,512.12","438,395,281.16","42,746,234.70"
江苏云意电气股份有限公司,2011,1.6245,4.7482,"856,565.88","366,865,877.34",0.3509,2.7453,1.9554,0.8387,"69,341,294.74","92,234,273.76",25.9765,"96,700,869.76","3,780,000.00","273,605,200.24","252,738.89",1.3955,127.885,"96,014,273.76",26.3586,30.7825,"234,256,146.83","2,208,670.89",,3.3718,2.5147,4.116,1.1648,30.2094,26.0112,41.9939,69.5,"6,086,698.18","369,619,474.00","83,131,023.55"
江苏太平洋精锻科技股份有限公司,2011,0.8017,4.8316,"13,272,359.67","383,103,572.70",0.1684,10.4574,9.2322,6.6931,"52,442,165.98","67,818,107.03",14.4159,"102,821,839.18","82,827,948.60","894,355,511.84","9,676,699.83",8.4762,3.8911,"150,646,055.63",26.8392,14.1524,"221,430,323.67","3,366,191.02",9.621,3.0824,1.2051,1.2085,0.4819,29.8106,24.0708,91.8095,50.63,"38,123,040.11","1,045,001,567.47","86,046,224.59"
中国汽车工程研究院股份有限公司,2011,1.6175,19.2418,"-7,419,785.02","1,947,342,344.66",0.7514,1.3479,0.891,0.5697,"-87,250,274.24","720,695,570.41",42.9024,"252,656,249.35","126,711,437.54","1,127,792,042.81","-8,037,519.89",10.5225,-29.9072,"847,407,007.95",12.9744,11.7906,"1,560,198,999.36","31,988,485.57",,5.3665,7.775,2.2364,0.9386,12.5962,-9.7177,-9.1522,95,"239,832,212.27","1,975,199,050.76","209,958,560.31"
常州星宇车灯股份有限公司,2011,0.8302,11.849,"-13,137,580.66","1,097,519,404.16",0.2916,4.3791,3.6271,3.3175,"154,222,220.31","451,508,433.23",22.5791,"198,445,780.11","67,319,335.35","1,778,999,736.47","-13,610,607.77",3.6621,135.5042,"518,827,768.58",18.0813,11.6518,"798,800,673.62","3,601,716.56",9.4391,2.636,1.2266,4.1531,0.6919,18.5263,26.0402,162.6618,43.36,"25,182,602.86","2,297,827,505.05","167,216,442.38"
哈尔滨东安汽车动力股份有限公司,2011,0.7774,2.284,"8,479,624.96","1,522,455,466.46",0.5575,1.8807,1.7285,1.142,"163,682,309.51","1,010,004,887.77",35.7942,"33,830,354.24","280,013,031.77","2,313,963,739.61","7,588,775.81",10.7947,15.3008,"1,290,017,919.54",2.2221,1.1393,"1,402,544,382.76","5,647,475.24",1.462,6.466,1.6843,0.9077,0.4188,2.0606,-34.7703,-1.7265,54.51,,"3,603,981,659.15","33,830,354.24"
厦门日上集团股份有限公司,2011,0.9431,7.2321,"25,972,131.71","1,290,950,969.13",0.8929,1.7783,1.1123,0.3627,"-194,267,671.32","995,025,312.25",47.1719,"104,700,443.98","46,610,268.75","1,166,533,607.94","15,440,564.25",3.8421,-8.3919,"1,041,635,581.00",8.1103,6.9119,"1,063,070,352.29","3,475,574.72",7.6074,1.927,2.7037,3.4952,0.7427,7.4894,20.6148,74.1207,46.19,"64,540,230.94","2,208,169,188.94","88,743,019.62"
上海加冷松芝汽车空调股份有限公司,2011,0.7257,4.3213,"-16,887,619.35","1,536,130,922.19",0.3705,3.5227,3.0527,2.3098,"23,868,621.76","636,847,001.21",27.0337,"295,545,640.95","76,780,187.54","1,926,145,340.82","-15,884,071.37",4.0005,6.1712,"713,627,188.75",19.2396,11.305,"1,026,244,603.54","8,343,978.23",12.5727,3.4599,0.9809,4.3031,0.621,19.6213,18.0334,14.3856,61.19,"54,149,528.03","2,639,772,529.57","248,602,864.60"
四川西部资源控股股份有限公司,2011,0.5024,6.7604,"-394,660.90","312,133,019.08",0.2006,3.1716,3.0179,2.6803,"292,946,182.54","275,561,915.68",16.7074,"290,262,585.81","41,400,833.34","1,580,174,764.21","-423,954.40",2.8616,100.8575,"316,962,749.02",92.9932,23.2746,"92,502,114.30","7,506,950.31",17.568,2.5822,0.7364,0.5002,0.2506,140.2087,47.4523,219.6711,50.45,"698,207,593.31","1,897,137,513.23","246,995,656.73"
广州汽车集团股份有限公司,2011,0.5294,19.1913,"57,388,546.00","10,980,087,271.00",0.4713,3.6662,3.4088,2.8812,"-287,156,190.00","5,971,714,311.00",32.0324,"4,057,296,713.00","8,230,483,247.00","30,134,825,648.00","31,408,452.00",22.013,-0.7081,"14,202,197,558.00",36.9373,9.9015,"10,342,117,288.00","169,930,921.00",,7.1571,0.7019,0.5346,0.266,33.9563,25.5966,15.9132,91.9346,"2,159,485,486.00","44,337,023,206.00","4,167,211,204.00"
天津汽车模具股份有限公司,2011,0.6838,4.8225,"-3,299,351.33","1,005,130,886.24",0.5063,1.95,1.1458,0.7421,"97,964,916.33","669,610,254.77",33.614,"134,830,036.40","30,099,145.46","1,381,888,865.94","-6,765,454.50",2.1352,21.909,"699,709,400.23",13.4142,6.0271,"788,403,179.71","4,635,647.28",8.2543,1.536,1.4297,1.5347,0.473,13.0299,20.8775,-3.9855,8.93,"34,388,514.13","2,081,598,266.17","113,901,848.36"
许昌远东传动轴股份有限公司,2011,0.6942,4.4674,"-9,520,855.80","1,030,748,518.36",0.0674,11.7598,10.3614,6.6654,"-24,185,878.39","126,673,362.72",6.3103,"231,162,636.96","5,913,790.00","1,968,532,105.43","-9,888,490.44",0.2995,-16.2263,"132,587,152.72",22.4267,10.8572,"658,534,392.50","4,704,019.40",10.0195,4.7801,0.7629,1.8634,0.5058,24.7676,1.5701,6.3888,31.8,"86,166,619.32","2,101,119,258.15","197,143,074.85"
天润曲轴股份有限公司,2011,0.9053,4.7298,"2,069,797.57","1,456,889,369.96",0.3642,2.0288,1.4697,1.0151,"39,990,588.95","1,060,929,912.84",26.6991,"241,314,987.76","26,698,662.50","2,986,028,861.02","871,354.98",0.9032,4.5542,"1,087,628,575.34",16.5637,7.5178,"1,079,048,901.65","615,137.61",6.9202,2.4625,1.8653,0.9036,0.4522,17.1938,4.5569,71.9311,38.61,"177,011,995.19","4,073,657,436.36","211,294,779.06"
富奥汽车零部件股份有限公司,2011,0.0016,,"-147,306.47","109,006.80",31.4108,1.0318,1.0318,0.0232,"1,143,387.74","64,127,764.83",96.9146,"1,456,064,213.41",,"2,041,582.82","-152,459.90",,,"64,127,764.83","1,335,755.40","2,078.55",,,"71,320.36",,,,0.0016,,-92.6365,-10.4853,23.87,,"66,169,347.65","1,456,064,213.41"
