公司中文名称,年份,"流动资产周转率
[报告期] 2015年报
[单位] 次","应收账款周转率
[报告期] 2015年报
[单位] 次","财务费用
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","主营业务收入
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","产权比率
[报告期] 2015年报","流动比率
[报告期] 2015年报","速动比率
[报告期] 2015年报","现金比率
[报告期] 2015年报","经营活动现金净流量(TTM)
[报告期] 2015年报
[单位] 元","流动负债合计
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","资产负债率
[报告期] 2015年报
[单位] %","利润总额(TTM)
[报告期] 2015年报
[单位] 元","非流动负债合计
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","所有者权益合计
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","利息支出(TTM)
[报告期] 2015年报
[单位] 元","长期资本负债率
[报告期] 2015年报
[单位] %","现金流量利息保障倍数
[报告期] 2015年报","负债合计
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","利润总额/营业收入(TTM)
[报告期] 2015年报
[单位] %","总资产报酬率ROA
[报告期] 2015年报
[单位] %","主营业务成本
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","税金及附加
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","净资产收益率ROE(摊薄)
[报告期] 2015年报
[单位] %","存货周转率
[报告期] 2015年报
[单位] 次","营运资本周转率
[报告期] 2015年报
[单位] 次","非流动资产周转率
[报告期] 2015年报
[单位] 次","总资产周转率
[报告期] 2015年报
[单位] 次","成本费用利润率
[报告期] 2015年报
[单位] %","营业收入(同比增长率)
[报告期] 2015年报
[单位] %","总资产(同比增长率)
[报告期] 2015年报
[单位] %","大股东持股比例
[日期] 2015-12-31
[大股东排名] 第1名
[单位] %","无形资产
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","资产总计
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","净利润(TTM)
[报告期] 2015年报
[单位] 元"
长春一东离合器股份有限公司,2015,0.7837,2.644,"2,062,240.62","510,492,182.59",0.9937,1.7759,1.5351,0.9101,"31,176,895.72","352,086,029.65",49.8417,"10,221,329.34","64,656,392.98","419,389,936.88","2,233,634.81",15.1548,10.4824,"416,742,422.63",2.0022,1.4493,"363,752,812.79","3,687,341.42",0.3088,3.9289,1.8116,2.4545,0.594,1.6375,-23.6569,-5.2715,32.07,"11,785,077.85","836,132,359.51","7,961,197.96"
江南模塑科技股份有限公司,2015,2.056,6.7376,"51,311,214.11","3,136,354,120.59",0.8893,0.7608,0.6023,0.2886,"260,624,343.53","2,016,350,686.34",47.0709,"343,722,670.07","129,015,757.23","2,412,367,507.63","49,896,132.22",5.0766,4.4168,"2,145,366,443.57",10.9593,9.2766,"2,399,305,088.73","21,946,276.73",12.287,6.9276,,1.1541,0.7392,10.176,-7.6293,16.0153,34.04,"64,134,878.62","4,557,733,951.20","296,408,182.40"
上海新朋实业股份有限公司,2015,1.7611,10.986,"-8,261,738.65","3,956,021,257.61",0.4247,2.0702,1.65,0.5041,"86,680,677.56","1,096,207,402.17",29.8121,"182,105,224.26","62,971,223.00","2,729,098,297.45","5,183,049.67",2.72,11.1337,"1,159,178,625.17",4.6032,4.8257,"3,520,897,376.29","10,427,177.77",4.0325,7.8039,3.3568,2.42,1.0193,4.0127,8.0419,0.373,36.22,"123,138,538.36","3,888,276,922.62","151,765,421.52"
安徽江淮汽车集团股份有限公司,2015,2.5732,37.3491,"-63,958,526.62","46,385,912,307.27",2.85,0.8671,0.7947,0.5943,"3,543,245,793.15","25,235,945,772.99",74.0259,"1,006,791,391.04","3,562,924,973.61","10,104,929,433.60","-47,088,561.76",29.7446,15.9176,"28,798,870,746.60",2.1691,2.9185,"41,215,885,440.66","845,672,621.01",10.1905,26.1473,,3.1265,1.4115,1.8234,19.1856,8.8993,30.47,"2,363,408,618.80","38,903,800,180.20","855,466,464.45"
厦门金龙汽车集团股份有限公司,2015,1.4178,2.7328,"-115,100,270.01","26,834,901,327.57",3.2494,1.2956,1.1143,0.3785,"892,513,161.02","17,349,320,058.67",76.4673,"1,106,805,869.45","2,059,245,901.10","5,972,952,513.38","10,592,809.28",34.6772,7.741,"19,408,565,959.77",4.1245,5.101,"22,233,864,503.14","153,814,182.48",13.7971,9.1534,7.7186,9.0089,1.225,3.7995,25.2152,37.722,29.12,"277,170,174.15","25,381,518,473.15","946,043,559.68"
凌云工业股份有限公司,2015,1.5104,6.1259,"175,651,987.13","7,244,785,169.79",1.0381,1.555,1.165,0.6855,"555,968,420.19","3,350,911,473.34",50.9348,"388,281,400.28","1,174,738,015.47","4,359,523,639.62","150,902,480.98",26.193,3.4939,"4,525,649,488.81",5.3595,6.5742,"5,768,017,191.59","42,772,175.39",4.1531,4.7856,5.2654,2.1278,0.8833,4.4301,10.5469,18.1871,33.96,"324,301,128.38","8,885,173,128.43","303,026,473.47"
常州光洋轴承股份有限公司,2015,0.722,2.5123,"-1,283,316.38","543,928,637.93",0.2249,4.2491,3.4634,1.7076,"99,570,155.57","167,626,163.95",18.3614,"42,583,805.65","37,212,748.52","910,758,958.70","-1,969,513.23",3.9255,29.0243,"204,838,912.47",7.8289,3.6187,"376,681,360.39","4,181,984.31",4.0081,2.6994,0.9623,1.4741,0.4846,7.5055,-12.5757,-1.1948,33.95,"30,574,146.31","1,115,597,871.17","36,503,846.30"
兴民智通(集团)股份有限公司,2015,0.6508,4.6632,"26,475,099.95","1,106,055,808.60",0.5925,1.4906,0.8057,0.411,"111,701,649.29","1,154,482,823.91",37.2048,"41,985,875.81","51,804,037.50","2,035,998,267.10","29,649,829.14",2.5536,2.8355,"1,206,286,861.41",3.796,2.3156,"927,952,912.37","2,785,050.00",1.3814,1.2073,1.6608,0.7934,0.3575,3.0883,-16.5486,10.0976,33.84,"86,567,859.19","3,242,285,128.51","32,662,338.58"
浙江万里扬股份有限公司,2015,0.6676,3.4057,"-843,789.60","1,972,645,587.00",1.5149,1.1405,0.9341,0.3068,"354,272,204.32","2,732,904,142.76",60.2377,"255,238,550.49","930,868,160.06","2,418,419,595.29","-4,820,683.32",28.6753,4.7763,"3,663,772,302.82",12.9389,4.9373,"1,410,778,841.34","20,084,418.20",9.141,3.1271,1.7228,0.9317,0.3889,12.6603,42.7352,49.7416,33.27,"365,704,261.15","6,082,191,898.11","211,831,711.70"
北汽福田汽车股份有限公司,2015,2.4352,7.4742,"11,749,170.06","33,997,492,420.07",1.2799,0.8013,0.7022,0.2262,"490,044,412.02","20,779,107,685.02",56.1394,"401,481,993.91","3,222,136,277.01","18,751,717,357.00","11,109,915.22",14.8051,1.951,"24,001,243,962.03",1.1809,1.0654,"29,754,699,977.51","250,204,257.46",2.1919,14.4774,,1.3728,0.8779,1.0377,0.9089,23.2164,27.07,"4,590,932,727.93","42,752,961,319.03","356,531,363.93"
渤海汽车系统股份有限公司,2015,0.5136,4.1214,"25,118,819.34","1,025,111,167.76",0.4379,2.9965,2.3984,1.2465,"193,739,154.05","657,041,444.86",30.4522,"13,403,495.84","257,296,995.25","2,088,197,366.28","27,983,628.64",11.2187,5.8751,"914,338,440.11",1.3075,1.3834,"796,287,861.17","8,639,385.69",1.0965,2.0877,0.8117,1.0297,0.3427,1.529,-13.0379,0.7331,32.95,"151,365,091.78","3,002,535,806.39","15,252,738.48"
湖南天雁机械股份有限公司,2015,0.541,2.3355,"2,138,685.64","444,875,033.89",0.7333,1.8525,1.5499,1.0703,"-3,139,459.67","433,190,896.78",42.3054,"-46,978,364.50","44,400,771.19","651,323,531.94","3,147,240.35",6.3819,-0.5206,"477,591,667.97",-10.5599,-3.9162,"373,852,867.31","2,226,719.30",-7.203,2.8407,1.0558,1.4981,0.3975,-9.4797,-23.0254,1.7452,31.43,"5,854,050.84","1,128,915,199.91","-46,914,702.76"
北京威卡威汽车零部件股份有限公司,2015,1.2207,5.1715,"8,939,323.75","3,615,880,558.42",0.5542,3.7732,2.6254,1.4721,"550,619,678.88","832,643,082.27",35.6573,"590,173,418.12","1,617,574,017.70","4,421,346,146.16","2,235,250.68",27.0439,50.8268,"2,450,217,099.97",16.3217,10.0845,"2,511,497,081.05","21,415,066.93",10.3923,2.9935,1.6257,1.2416,0.6155,15.3679,47.7465,40.8872,30,"345,195,469.93","6,871,563,246.13","463,179,484.89"
广东鸿特精密技术股份有限公司,2015,1.729,4.2015,"50,502,581.67","1,432,984,079.96",2.3971,0.7994,0.5699,0.1776,"267,906,338.95","1,120,103,664.54",70.563,"42,002,080.05","314,073,361.76","598,300,859.18","51,953,469.11",34.4237,5.1152,"1,434,177,026.30",2.9311,4.8807,"1,132,352,726.29","4,879,027.35",6.3956,4.4676,,1.3072,0.7444,2.7496,15.9611,11.8223,29.23,"41,187,037.73","2,032,477,885.48","38,265,054.00"
南宁八菱科技股份有限公司,2015,0.5629,8.2185,"-17,030,165.64","648,938,569.15",0.2644,2.6278,2.4168,2.182,"81,740,801.83","497,375,786.25",20.9107,"135,224,418.04","34,763,726.68","2,012,685,273.45","-16,993,264.46",1.7129,14.0544,"532,139,512.93",20.8378,5.6492,"506,893,742.57","3,539,335.29",6.2816,5.1496,0.8532,0.6904,0.3101,22.1223,1.5823,55.0842,28.81,"58,394,556.31","2,544,824,786.38","125,192,955.76"
海马汽车集团股份有限公司,2015,1.6526,287.1424,"7,959,936.17","12,180,957,501.20",0.7916,1.0252,0.8204,0.7234,"707,247,299.04","7,530,870,560.43",44.184,"125,797,841.50","155,791,557.59","9,710,280,908.20","-5,008,801.09",2.0732,156.6555,"7,686,662,118.02",1.0327,0.721,"10,289,914,213.52","532,069,439.52",2.2077,7.1105,24.9766,1.2983,0.7271,0.885,-1.3846,7.9945,28.8,"1,549,072,377.91","17,396,943,026.22","102,004,898.64"
许昌远东传动轴股份有限公司,2015,0.6172,2.5567,"-6,373,875.58","926,486,537.48",0.1364,5.1931,4.3088,2.1062,"182,431,251.75","281,348,046.66",12.0003,"110,328,149.92","16,426,270.03","2,183,617,367.25","-3,947,336.16",0.7468,,"297,774,316.69",11.9082,4.3399,"648,434,295.86","5,479,319.57",4.236,2.3648,0.7519,0.9752,0.378,11.3442,-21.9367,2.4926,27.53,"233,294,963.92","2,481,391,683.94","92,577,265.26"
比亚迪股份有限公司,2015,1.6818,4.5368,"1,445,995,000.00","80,008,968,000.00",2.2053,0.823,0.5848,0.2029,"3,842,094,000.00","66,110,124,000.00",68.802,"3,794,986,000.00","13,346,390,000.00","36,029,241,000.00","1,463,582,000.00",29.2422,2.1767,"79,456,514,000.00",4.7432,5.0202,"66,513,559,000.00","1,267,326,000.00",8.7428,5.1703,,1.3994,0.7638,4.1161,37.4822,22.8456,27.82,"8,790,228,000.00","115,485,755,000.00","3,138,196,000.00"
浙江世纪华通集团股份有限公司,2015,1.861,5.6311,"14,834,391.75","3,025,827,440.49",0.2698,1.9676,1.5604,0.7909,"476,859,520.27","952,497,681.24",21.249,"465,371,083.73","125,000,000.00","3,993,312,242.19","13,847,363.56",3.0422,26.634,"1,077,497,681.24",15.38,10.3395,"2,087,752,452.60","25,171,144.47",10.2381,5.103,3.4848,1.0056,0.6528,16.2943,76.7185,20.7658,26.58,"194,570,402.09","5,070,809,923.43","410,154,219.95"
辽宁曙光汽车集团股份有限公司,2015,0.987,3.2857,"118,012,857.45","4,431,845,168.38",2.9929,0.8534,0.781,0.3981,"-739,149,970.72","6,095,550,266.63",74.9556,"150,880,879.44","1,474,438,347.17","2,529,305,343.96","110,879,892.82",38.3826,-5.2588,"7,569,988,613.80",3.4045,2.8348,"3,690,080,219.66","11,595,476.33",4.3691,7.7663,,0.9343,0.48,2.4541,9.2534,20.6887,23.17,"912,350,326.59","10,099,293,957.76","108,254,065.19"
金杯汽车股份有限公司,2015,0.6056,5.0594,"159,629,030.79","4,638,124,331.31",13.2606,0.9857,0.8669,0.7167,"-492,424,684.99","7,863,380,775.72",92.9877,"257,594,205.28","1,474,628,148.64","704,189,956.35","134,346,963.89",84.8675,-2.1026,"9,338,008,924.36",5.5538,4.0548,"3,860,558,423.08","27,020,128.60",13.5952,4.2419,,2.3112,0.4798,4.3516,-9.8789,8.0961,24.38,"357,834,688.88","10,042,198,880.71","197,255,383.83"
富奥汽车零部件股份有限公司,2015,1.2391,3.8877,"5,921,401.76","4,331,513,542.49",0.5241,1.927,1.6327,0.8641,"333,651,081.78","1,943,080,405.23",34.3888,"536,154,932.87","837,380,489.13","5,304,916,052.97","-550,763.67",15.165,36.1074,"2,780,460,894.36",12.378,6.9756,"3,534,515,992.49","27,178,343.30",10.7424,6.0763,2.7673,1.0356,0.5641,12.4772,-13.5429,11.1986,24.41,"276,509,317.75","8,085,376,947.33","524,945,705.62"
光启技术股份有限公司,2015,1.7724,2.6945,"3,874,489.85","404,715,747.49",0.3301,1.3237,1.1023,0.1798,"109,086,031.86","167,388,737.93",24.8195,"46,429,414.73","7,269,600.00","529,056,049.87","3,673,441.03",1.3554,28.6449,"174,658,337.93",11.4721,7.4803,"298,634,633.73","1,600,444.39",7.6243,7.2192,6.2852,0.9168,0.6042,11.038,0.657,10.6672,18.23,"73,205,901.69","703,714,387.80","40,337,026.24"
潍柴动力股份有限公司,2015,1.2073,7.9113,"485,837,186.81","73,719,915,760.01",1.753,1.4485,1.1515,0.8419,"6,773,901,992.66","39,869,806,941.67",63.6761,"3,083,419,871.47","33,277,097,278.71","41,726,483,586.57","283,961,398.80",51.1904,5.662,"73,146,904,220.38",4.1826,2.8624,"56,760,116,064.47","184,072,487.97",4.3826,4.6417,4.3118,1.3029,0.6266,3.0604,-7.4303,-6.0383,24.23,"12,860,379,962.34","114,873,387,806.95","2,162,674,130.20"
航天晨光股份有限公司,2015,1.1008,2.5289,"47,892,755.98","3,180,592,773.08",1.0245,1.5257,1.2323,0.5608,"213,814,863.94","2,119,563,560.57",50.6054,"43,775,906.69","280,903,734.95","2,343,030,686.46","49,493,190.66",11.5823,4.0478,"2,400,467,295.52",1.3763,2.1068,"2,573,409,924.27","10,633,614.94",0.8781,3.9963,5.3583,2.0683,0.7184,1.146,-12.2661,16.5499,25.2,"140,611,114.96","4,743,497,981.98","36,120,993.24"
中通客车控股股份有限公司,2015,1.699,3.1603,"32,564,977.52","7,113,975,873.04",2.2943,1.2661,1.1903,0.3076,"-605,013,752.17","4,349,059,024.97",69.6445,"486,385,530.74","567,052,152.03","2,142,757,976.55","40,654,180.42",20.9722,-8.7087,"4,916,111,177.00",6.837,9.3398,"5,705,688,107.93","6,750,238.37",18.6856,13.7215,12.783,4.8865,1.2607,6.139,96.9551,66.9962,23.06,"315,598,990.06","7,058,869,153.55","397,117,919.89"
安徽安凯汽车股份有限公司,2015,1.0026,3.3704,"11,805,462.70","4,022,112,450.11",3.2965,1.0353,0.9579,0.383,"-289,294,343.53","4,358,711,501.16",76.7251,"1,862,241.07","379,514,729.30","1,437,358,543.50","13,369,982.89",22.8751,-9.2102,"4,738,226,230.46",0.0463,0.2737,"4,563,187,634.11","8,383,741.34",3.1446,12.8466,18.5278,2.5888,0.7227,0.209,-16.8176,24.6356,21.13,"275,135,944.46","6,175,584,773.96","10,937,805.68"
长春一汽富维汽车零部件股份有限公司,2015,3.3122,13.3353,"10,125,640.78","9,863,621,610.98",0.5812,1.4289,1.0086,0.569,"409,470,360.03","2,274,023,265.53",36.7581,"484,033,750.16","345,454,670.45","4,506,784,055.75","7,055,059.59",8.0178,26.68,"2,619,477,935.98",4.9073,7.2065,"9,279,995,155.51","19,875,870.45",10.7259,10.312,12.3148,2.571,1.4474,4.6774,-12.5052,9.5881,20.14,"170,106,460.95","7,126,261,991.73","456,392,194.81"
无锡威孚高科技集团股份有限公司,2015,0.7115,4.6543,"-11,123,563.15","5,741,643,746.42",0.2858,2.949,2.65,1.4874,"542,045,770.17","2,895,409,002.93",22.2287,"1,663,516,823.86","595,406,905.65","12,213,277,160.46","-20,285,254.57",4.81,29.9323,"3,490,815,908.58",28.9728,10.885,"4,395,237,339.33","29,548,327.24",12.8606,4.4458,1.1001,0.8172,0.3803,29.0386,-9.6442,8.3894,20.22,"360,610,837.42","15,704,093,069.04","1,552,764,212.20"
众泰汽车股份有限公司,2015,0.657,2.9069,"22,469,881.09","1,625,866,225.37",0.6333,2.1164,1.6439,1.141,"144,930,035.85","1,294,010,835.98",38.7732,"74,223,877.78","27,662,957.00","2,087,053,138.11","20,659,648.01",1.3135,4.1222,"1,321,673,792.98",4.5652,3.0037,"1,297,194,831.99","9,432,715.73",2.9026,2.0694,1.1674,2.3761,0.5147,4.067,46.2925,17.1786,19.99,"100,368,229.90","3,408,726,931.09","60,551,105.85"
深圳市特尔佳科技股份有限公司,2015,0.7076,2.8178,"-648,114.31","188,020,158.47",0.2582,2.9349,2.569,1.948,"48,197,237.20","88,004,599.78",20.5242,"12,356,407.28","2,366,781.06","349,944,358.43","-600,863.23",0.6718,,"90,371,380.84",6.5719,2.5946,"115,606,364.14","1,743,779.99",3.1212,2.9277,1.1661,1.0035,0.415,6.1693,-28.0538,-5.4814,15.69,"69,913,914.71","440,315,739.27","10,922,537.47"
中原内配集团股份有限公司,2015,1.019,7.9324,"-8,996,652.79","1,104,469,686.32",0.262,4.3994,3.3037,1.4503,"128,030,937.87","258,830,948.48",20.7593,"220,188,711.67","279,962,170.50","2,056,639,461.78","5,220,713.99",12.1339,13.3428,"538,793,118.98",19.9361,8.8608,"700,172,921.21","11,394,661.33",9.5208,2.3499,1.5645,0.7565,0.4342,21.1986,1.8898,4.1359,18.34,"82,441,832.39","2,595,432,580.76","193,032,909.45"
宁波华翔电子股份有限公司,2015,2.0263,6.095,"19,277,480.44","9,809,929,398.84",0.8536,1.3295,0.9805,0.4439,"600,217,976.69","4,043,704,163.70",46.0496,"633,170,602.68","804,683,869.05","5,680,236,471.70","16,757,012.36",14.7726,19.2107,"4,848,388,032.75",6.4544,6.7976,"8,040,936,530.15","45,908,392.83",3.4571,6.095,7.401,2.0785,1.026,4.486,12.592,22.5183,16.97,"221,504,880.68","10,528,624,504.45","416,466,367.19"
广东鸿图科技股份有限公司,2015,1.7293,3.1862,"17,896,146.16","2,258,688,634.45",0.8961,1.1773,0.8831,0.1408,"163,216,983.37","1,095,544,607.36",47.2599,"145,642,155.56","209,573,000.00","1,456,458,992.44","24,989,182.94",12.5792,6.362,"1,305,117,607.36",6.4481,6.4218,"1,761,124,509.66","8,904,891.91",8.8355,5.0388,11.6327,1.6719,0.8501,6.1033,1.9788,8.1885,16.72,"107,016,451.47","2,761,576,599.80","128,684,977.59"
浙江金固股份有限公司,2015,0.7531,7.2314,"47,571,118.83","1,523,773,694.71",1.2961,1.0437,0.7535,0.5616,"-23,616,700.73","1,971,557,572.23",56.4477,"42,995,894.14","127,328,913.88","1,619,398,130.19","57,841,159.94",7.4404,-0.3168,"2,098,886,486.11",2.8217,2.7836,"1,162,545,776.50","4,330,884.94",2.9641,2.0067,6.6022,0.9528,0.4206,2.9377,16.0392,5.4317,16.59,"158,662,953.83","3,718,284,616.30","43,559,201.72"
斯太尔动力股份有限公司,2015,0.3272,2.5177,"12,169,310.13","346,575,226.02",0.2174,2.0904,1.6081,1.0119,"-157,615,726.53","312,740,572.17",17.8559,"-204,903,162.63","35,231,007.14","1,600,802,466.21","6,412,782.65",2.2678,-21.2775,"347,971,579.31",-59.1223,-9.067,"336,429,037.62","325,507.14",-12.7369,1.4106,0.6902,0.3067,0.1583,-37.493,-53.2118,-19.788,15.21,"202,708,381.58","1,948,774,045.52","-194,938,775.18"
浙江跃岭股份有限公司,2015,1.2365,5.0454,"-17,347,493.88","644,063,162.79",0.1451,3.8887,3.0307,1.9066,"131,966,998.04","126,176,244.09",12.6697,"63,910,203.57","2,638,516.81","887,904,371.62","-3,656,055.38",0.2963,,"128,814,760.90",9.923,5.8253,"518,427,678.33","4,451,572.72",6.2639,4.5399,1.7487,1.2543,0.6227,9.6665,-22.6478,-3.3525,13.12,"105,775,711.57","1,016,719,132.52","55,617,109.82"
怀集登云汽配股份有限公司,2015,0.6203,2.1092,"9,505,352.78","239,985,028.17",0.605,1.4787,0.8834,0.361,"-7,499,505.65","262,544,326.02",37.6937,"-46,283,210.39","8,019,635.88","447,232,271.61","12,887,657.93",1.7616,-0.5704,"270,563,961.90",-19.2859,-4.6934,"188,801,958.77","1,268,376.15",-10.8253,1.2417,1.5364,0.7392,0.3373,-18.2812,-18.9423,1.7716,12.91,"51,991,343.62","717,796,233.51","-48,414,329.78"
浙江银轮机械股份有限公司,2015,1.3791,3.6826,"23,265,092.49","2,721,964,889.12",0.7755,1.7921,1.4283,0.5793,"225,169,981.87","1,145,658,932.15",43.6793,"259,574,968.90","568,608,359.73","2,210,403,683.38","34,174,342.47",21.802,5.2545,"1,714,267,291.88",9.5363,7.8971,"1,993,847,443.60","12,189,326.48",9.826,4.4674,3.6527,1.559,0.7318,8.7004,12.7328,11.6621,11.16,"223,808,597.79","3,924,670,975.26","212,749,759.20"
华菱星马汽车(集团)股份有限公司,2015,0.8923,2.9513,"145,148,735.55","3,542,663,727.70",2.2542,0.7003,0.4673,0.2014,"517,680,767.14","5,576,309,032.86",69.2709,"-807,823,984.18","505,774,710.55","2,698,053,991.79","135,493,643.45",16.1736,3.4403,"6,082,083,743.41",-22.8027,-7.639,"3,332,895,335.15","7,450,197.63",-35.9732,2.3735,,0.7333,0.4025,-23.0152,-29.1093,-0.4788,10.89,"748,366,820.47","8,780,137,735.20","-948,193,492.70"
天津汽车模具股份有限公司,2015,0.8006,3.6301,"8,459,527.54","1,804,705,044.99",1.0639,1.2476,0.6463,0.2583,"73,507,838.68","1,848,387,574.56",51.5476,"191,600,728.13","68,219,645.48","1,801,526,239.46","15,858,213.99",3.6756,3.6368,"1,916,607,220.04",10.6167,5.7418,"1,347,230,216.52","10,931,838.45",9.1827,1.1446,3.9648,1.3281,0.4995,10.5046,21.1922,5.9854,7.31,"95,475,200.28","3,718,133,459.50","166,319,879.57"
无锡隆盛科技股份有限公司,2015,0.8337,3.7096,"4,776,555.54","170,962,857.65",0.7559,1.7021,1.2513,0.8447,"1,146,830.41","121,585,100.07",43.0497,"32,082,558.03","13,548,584.66","178,767,934.03","4,732,142.04",7.0449,0.2202,"135,133,684.73",18.7658,12.3101,"113,007,823.50","1,144,742.54",15.5029,2.2203,1.9168,1.819,0.5717,19.214,43.0734,10.4434,,"20,933,046.94","313,901,618.76","27,714,267.72"
浙江兆丰机电股份有限公司,2015,0.8741,3.3745,"-9,911,693.70","334,876,185.28",0.4838,2.0488,1.8816,1.412,"140,775,146.68","193,866,127.07",32.6041,"131,094,160.63","7,750,998.22","416,762,059.26","-1,992,918.75",1.8259,221.2335,"201,617,125.29",39.1471,19.7027,"169,109,517.11","3,345,892.68",27.046,5.2871,1.8538,1.2305,0.5111,51.9225,-6.0684,-10.6538,,"16,131,697.45","618,379,184.55","112,426,413.53"
上海凯众材料科技股份有限公司,2015,0.9105,3.757,"-1,959,920.05","249,896,747.69",0.0736,10.6906,9.0086,5.7593,"64,163,227.86","28,022,121.37",6.856,"74,155,898.04",,"380,699,277.67","-2,045,271.63",,,"28,022,121.37",29.6746,18.8779,"144,850,752.46","1,044,386.25",16.9044,3.0002,1.0014,2.3242,0.6542,34.9822,5.0781,15.0525,,"15,582,791.25","408,721,399.04","64,484,831.78"
湖南机油泵股份有限公司,2015,1.1107,3.6455,"11,942,888.07","464,973,371.58",1.1633,1.3125,0.8564,0.3173,"78,573,752.83","315,013,918.05",53.7736,"45,457,302.24","105,725,517.95","361,688,569.48","12,878,251.08",22.6192,5.8403,"420,739,436.00",9.7763,7.6975,"332,754,222.81","2,765,172.32",10.7611,2.2771,4.4471,1.3707,0.6135,9.3643,-1.6839,6.7044,,"42,127,357.11","782,428,005.48","38,921,547.86"
江苏新泉汽车饰件股份有限公司,2015,1.1803,3.7796,"15,750,502.60","902,110,420.12",1.6532,0.9966,0.5858,0.248,"83,916,576.45","791,682,608.98",62.3101,"63,893,290.98","12,435,057.63","486,392,278.41","15,213,225.85",2.4929,5.3745,"804,117,666.61",7.0826,6.4146,"671,919,041.48","2,756,669.48",10.81,2.1287,130.5272,1.9239,0.7315,6.3354,14.3118,9.7434,,"66,466,772.40","1,290,509,945.02","52,569,020.67"
山东金麒麟股份有限公司,2015,1.341,5.4815,"20,629,464.22","1,121,747,231.96",1.0587,1.4316,1.0996,0.7082,"340,850,493.24","572,950,127.22",51.4251,"196,770,246.25","308,076,945.78","832,197,684.10","35,208,478.28",27.0799,8.7153,"881,027,073.00",17.5414,13.2511,"751,996,718.81","8,152,590.39",19.4577,3.4492,11.0303,1.2271,0.6408,17.3582,6.0331,-4.1847,,"141,250,298.35","1,713,224,757.10","161,310,366.65"
南京奥联汽车电子电器股份有限公司,2015,1.4502,3.5728,"2,396,826.49","267,356,335.09",0.6321,1.6572,1.2297,0.4727,"60,819,146.75","111,249,646.14",38.7305,"44,891,362.79","11,761,248.94","194,596,110.32","1,049,905.85",5.7523,53.388,"123,010,895.08",16.7908,14.7418,"160,040,670.03","2,585,487.90",20.5172,3.2899,4.1438,2.1006,0.8579,17.7952,14.4816,3.9042,,"17,881,685.05","317,607,005.40","39,472,263.46"
杭州雷迪克节能科技股份有限公司,2015,1.3491,3.9171,"2,082,024.71","358,628,430.53",0.7901,1.569,1.0279,0.4382,"56,381,520.08","173,754,837.39",44.1363,"72,464,464.87","1,236,910.45","221,488,431.34","3,166,194.04",0.5554,12.3807,"174,991,747.84",20.206,19.3888,"233,520,885.84","3,848,737.70",28.0062,2.5136,5.3448,2.8862,0.9194,21.6441,-1.7544,3.3393,,"25,451,602.78","396,480,179.18","62,030,437.77"
成都西菱动力科技股份有限公司,2015,1.4872,4.5901,"18,560,993.94","512,151,646.92",1.1142,0.8924,0.5198,0.1445,"91,368,607.17","398,206,833.14",52.7005,"72,375,535.05","73,227,616.95","423,119,399.58","12,347,838.33",14.7533,6.537,"471,434,450.09",14.1317,10.0824,"355,027,887.92","4,159,302.17",14.8815,2.3869,,1.0327,0.6095,14.2887,18.2027,13.8008,,"56,806,695.43","894,553,849.67","62,966,561.33"
无锡贝斯特精机股份有限公司,2015,1.3263,3.0932,"-665,248.83","476,623,089.59",0.499,1.4059,1.0075,0.2926,"127,299,658.60","262,456,858.70",33.2876,"108,627,067.05","36,008,172.70","598,160,639.33","3,115,270.91",5.678,38.4477,"298,465,031.40",22.791,13.2668,"282,998,539.15","3,323,708.95",15.73,2.9154,3.593,0.987,0.5659,25.2025,7.6035,13.7971,,"63,017,611.63","896,625,670.73","94,090,690.60"
成都豪能科技股份有限公司,2015,1.1699,3.8749,"2,111,244.10","601,119,809.62",0.4798,2.4736,1.738,0.7748,"112,153,907.03","218,263,156.75",32.4241,"133,599,037.59","112,992,115.75","690,376,508.61","-82,561.77",14.7065,286.2495,"331,255,272.50",22.225,14.6836,"374,327,796.89","3,435,103.56",16.267,2.6901,1.793,1.52,0.6611,24.2295,-2.0071,28.1934,,"43,996,407.43","1,021,631,781.11","112,972,305.68"
浙江仙通橡塑股份有限公司,2015,1.7095,3.8209,"6,761,017.58","423,914,493.01",0.7124,1.3427,1.0283,0.4227,"71,109,393.93","225,995,521.19",41.6035,"104,206,944.78","1,458,020.72","319,263,221.26","6,341,246.75",0.4546,10.9976,"227,453,541.91",24.5821,22.9565,"246,107,485.44","3,232,421.99",27.4786,3.8654,6.5675,1.8148,0.8803,27.5141,40.8459,31.2976,,"16,572,747.24","546,716,763.17","87,729,015.14"
