公司名称,流动性 财务风险-流动性风险-流动资产周转率,财务风险-流动性风险-应收账款周转率,筹资方面财务风险-筹资风险-纳税信用等级,财务风险-筹资风险-征信信用等级,财务风险-筹资风险-1/财务费用率,财务风险-筹资风险-1/产权比率,财务风险-筹资风险-融资轮次,财务风险-筹资风险-股权出质总计,对外投资数量,清偿方面---财务风险-短期清偿能力-流动比率,财务风险-短期清偿能力-速动比率,财务风险-短期清偿能力-现金比率,财务风险-短期清偿能力-现金流量比率,财务风险-长期清偿能力-资产负债率,财务风险-长期清偿能力-长期资本负债率,财务风险-长期清偿能力-利息保障倍数,财务风险-长期清偿能力-现金流量利息保障倍数,财务风险-长期清偿能力-现金流量债务比,经营力方面---财务风险-盈利能力-销售净利率,财务风险-盈利能力-总资产报酬率,财务风险-盈利能力-主营业务利润率,财务风险-盈利能力-净资产收益率,财务风险-资产利用-存货周转率,财务风险-资产利用-营运资本周转率,财务风险-资产利用-非流动资产周转率,财务风险-资产利用-总资产周转率,财务风险-资产利用-成本费用利润率,财务风险-成长能力-营业收入增长率,财务风险-成长能力-总资产增长率,财务风险-资本结构-上市股东持股比例,财务风险-上市情况-是否上市,技术风险--经营风险-知识产权-专利数量,经营风险-知识产权-软件著作权数量,经营风险-知识产权-作品著作权数量,司法方面---经营风险-司法风险-诉讼数量,经营风险-其它风险-经营异常次数,经营风险-其它风险-行政处罚次数,经营风险-其它风险-动产质押次数,经营风险-其它风险-自身风险,经营风险-其它风险-周边风险,组织方面---经营风险-组织结构风险-股东数量（注册）,经营风险-组织结构风险-第一大股东持股比例（注册）,竞品信息,经营风险-战略风险-公众号数
北京伟景行信息科技有限公司,0.069804306,0.245858581,12,12,13387000,1.780246994,0,0,0,273.201134,227.2034417,0.058250352,-0.79677193,35.96802705,0,-43700000,-55931000,-0.79677193,-3.233659279,-0.223913099,0.999999925,-0.346400679,0,0,0,0,-43700000,-1.152486539,-0.287825543,,0,0,14,0,0,0,0,0,0,9,1,1,0,0
北京伟景行信息科技有限公司2,0.069804306,0.245858581,12,12,13387000,1.780246994,0,0,0,273.201134,227.2034417,0.058250352,-0.79677193,35.96802705,0,-43700000,-55931000,-0.79677193,-3.233659279,-0.223913099,0.999999925,-0.346400679,0,0,0,0,-43700000,-1.152486539,-0.287825543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
北京伟景行数字展示科技有限公司,0.919929333,1.220279046,12,12,204653000,-0.048942758,0,0,0,89.10794323,81.27766273,0.093823976,0.03496369,105.1461422,0,-81215000,8729000,0.03496369,-0.40625351,-0.342044306,0.999999995,6.804239299,0,0,0,0,-81215000,-0.179592984,-0.255834944,,0,0,27,0,5,0,0,0,1,9,1,1,0,0
北京伟泽测绘股份有限公司,0.342975563,74.73457951,12,12,-934.208795,0.857930832,0,0,0,176.2083113,176.2083113,0.394184436,0.271642345,53.79177084,0,1151000,15956000,0.271642345,0.027240203,0.010540583,0.51176088,0.019164454,17179000,0.383768198,3.017034946,0.15732117,0.033488506,1151000,18195.46742,,0,0,10,0,0,0,0,0,0,0,3,0.65,10,0
北京伟通讯联科技股份有限公司,1.515113344,13.61886741,12,12,-601.5010025,4.773020963,0,0,4,192.4071082,85.29886914,0.562197088,0.455573502,17.32195327,0,37300000,56400000,0.455573502,0.076752563,0.05218973,0.244389027,0.046877644,2.031660216,2.299825155,0.552151101,0.368126486,0.115910503,-0.279922775,1.063817496,,0,0,15,0,1,0,0,0,1,0,2,0.625,0,0
北京佰信蓝图科技股份公司,1.798479065,6.822115057,12,12,141900000,1.899665488,6,0,3,263.8795987,263.8795987,0.635451484,0.859531744,34.48673587,0,9700000,25700000,0.859531744,0.054968287,0.111880046,0.504580687,0.137323944,69500000,1.418367318,8.910255268,0.801614754,0.07244212,0.150943368,0.195862066,,0,0,30,0,0,0,0,0,0,1,6,0.7,10,0
北京佳时代包装制品有限责任公司,0,0,12,12,0,0.11926152,0,4,1,23.28044196,13.17107036,5.30E-05,-0.003241729,89.34462422,0,247000,-551000,-0.003241729,221000,0.001298346,-5599000,0.010902274,0.325379717,-0.042875438,0.037107093,0.029388883,0.015086733,2.70266618,-0.044043677,,0,10,0,0,3,0,4,0,7,0,2,0.8,0,0
北京佳讯飞鸿电气股份有限公司,0,0,6,6,0,2.555933455,12,0,19,271.8591974,232.3721496,0.993977877,0.260234096,28.12201107,0.045624828,987256000,877786000,0.228436385,834046000,0.072252485,-5903547000,0.084921389,4.38037634,1.006452565,1.298250041,0.426985914,0.13547769,1.418279856,0.230976581,,0,459,42,0,0,0,0,0,0,15,20,0.207,10,1
北京依科曼生物技术股份有限公司,0.834959678,2.975332239,10,10,212888000,5.085836535,7,0,5,276.5169673,185.1312807,0.721604643,-0.460951983,16.43159466,0,19986000,-42503000,-0.453713781,0.071051445,0.035056454,0.999999995,0.031748564,0,0,0,0,19986000,0.240447936,0.057453249,,0,57,3,0,0,0,0,0,0,1,14,0.4637,10,0
北京信中利投资股份有限公司,0.343160561,9.692311737,7,7,345434000,0.129351985,0,0,87,15.79167988,15.79167988,0.018307289,0.039141246,88.54635345,0,80191000,249502000,0.021564815,0.179122495,0.006137168,0.999999997,0.041344127,0,0,0,0,80191000,2.449568976,0.111207871,0.3071,1,0,0,0,0,0,0,0,0,152,20,0.054,4,0
北京信威通信技术股份有限公司,0,0,4,4,0,2.964705247,0,8,14,387.8428323,374.2565108,1.926359245,0.311541094,25.22830756,0.052198649,24425895000,8651823000,0.260673781,21561792000,0.185664267,-2712033000,0.219192396,0.601017369,0.028368312,0.095074977,0.017236895,3.137867112,0.43826385,1.08091934,,0,637,75,0,6,0,0,0,14,3,7,0.0274,0,1
北京信安世纪科技有限公司,0,0,10,10,0,1.076933192,4,7,7,195.8182931,180.5263547,1.360840209,0.332441475,48.14791361,0.075711481,82155000,188985000,0.303115115,75479000,0.063444172,-350997000,0.112413284,3.9030495,0.622899776,1.866951315,0.262021224,0.08218138,-6.314715731,0.156280025,,0,44,26,0,3,0,0,0,9,4,8,0.39,10,1
北京信维科技股份有限公司,0.681348219,3.845054728,8,8,1403.462116,13.07376413,0,0,2,1699.817867,1064.54478,4.150338314,1.035549636,7.105402705,0.019436229,6888000,46054000,0.767195843,0.021290227,0.008153062,0.382057265,0.013972862,1.104709314,0.438669996,3.51172416,0.36943028,0.012174838,-3.10436329,-0.068898365,,0,29,28,0,0,0,0,0,0,0,7,0.3,10,0
北京信联众成技术股份公司,2.405077069,3.148847726,,14,194032000,0.141765,0,0,2,109.550127,109.550127,0.141018153,0,87.58369706,0,4957000,0,0,0.018337181,0.058953653,0.041147852,0.340804598,186048000,26.45357224,83.28017758,2.212670787,0.026643662,-6.849089267,1.919649921,,0,0,13,0,0,0,0,0,0,0,3,0.64,20,0
北京信诺达泰思特科技股份有限公司,0.910328912,1.227271406,8,8,60.98416943,1.543667872,6,0,1,172.5818599,152.645323,0.040831193,-0.115128654,39.31330844,0.005908652,19239000,-18649000,-0.114072324,0.05204981,0.046264389,0.564280295,0.052487469,3.378955739,0.928120022,0.800622179,0.262402939,0.082597757,5.129557938,0.325220843,,0,27,6,0,0,0,0,0,0,0,3,0.3834,10,0
北京信诺通联科技有限公司,6.898369785,23.39421684,8,8,801.3682561,4.338269141,0,0,0,506.6057718,506.6057718,1.256912114,0.205718821,18.73,0,226545000,10878000,0.205718821,0.091944289,0.906633317,0.391839957,0.862495368,1108774000,5.156968419,63.85107608,4.43731464,0.139720897,226545000,249875000,,0,0,6,0,4,1,0,0,9,0,3,0.5,0,0
北京信邦同安电子有限公司,1.920244668,3.880650939,10,10,349.8313626,0.462130555,0,0,1,134.0921658,85.59923619,0.116759231,-0.323387217,68.39334532,0,500168000,-383079000,-0.323387217,0.122241966,0.288778099,0.292534867,0.681107425,3.744531615,5.326247356,14.98102119,1.24190899,0.19793567,-34.23722369,3.68584545,,0,3,1,0,1,0,1,0,1,0,1,1,0,1
北京元大兴业科技有限公司,6.741066159,11.75383032,12,12,1046.089958,0.922732352,0,0,0,191.1534155,151.7357223,0.265397533,-0.499440084,52.00931858,0,4700000,-44600000,-0.499440084,0.003041627,0.027373326,0.066307465,0.042475728,30.48295368,13.18181802,1072.998927,6.24927195,0.004101222,0.468749854,4.666666513,,0,0,24,0,1,0,0,0,1,0,2,0.5,0,0
北京元鼎时代科技股份有限公司,1.53699623,3.132342782,10,10,90.1837218,0.367213866,6,0,4,131.2707193,99.9232525,0.240315362,-0.173329745,73.14155324,0,42827000,-86950000,-0.173329745,0.037742113,0.062443228,0.18462414,0.207372021,5.236949341,5.249802348,30.11944883,1.200729015,0.043687736,0.204371667,1.31721861,,0,0,28,1,0,0,0,0,0,1,3,0.8333,10,1
北京兆信信息技术股份有限公司,0.787066699,5.677174989,8,8,148.9383157,11.18198047,6,0,7,1177.482359,1164.283453,5.916457094,2.610325968,8.20887082,0,21136000,140198000,2.610325968,0.041006365,0.032304212,0.461924813,0.03398599,37.18112044,0.455460035,12.05419317,0.402850461,0.041789333,-0.825176474,-0.098196614,,0,41,13,0,0,0,0,0,0,3,7,0.1145,10,0
北京先进数通信息技术股份公司,1.437841453,4.413235207,4,4,88.42331986,0.54156932,12,0,5,151.766419,88.77836305,0.25847721,0.058817286,64.86897695,0.009618276,654142000,307026000,0.058507934,0.047413327,0.080862784,0.167175217,0.190039181,2.87476969,3.497946306,56.48818469,1.168444499,0.060993182,0.111662161,0.193037947,,0,17,89,0,1,0,0,0,0,1,20,0.0894,10,1
北京克力爱尔生物实验室工程有限公司,1.26735497,4.16573266,11,11,-2477.987626,4.978723009,0,0,0,362.1337148,275.393766,1.201445547,0,16.72597954,0,2370000,0,0,0.006611109,0.005969067,0.276997276,0.006094297,3.670942926,1.214713664,1.350722426,0.532584302,0.007834452,-0.142212136,-0.106982926,,0,10,0,0,1,0,0,0,0,0,1,1,0,0
北京全信科工科技发展有限公司,1.214104228,3.823838674,13,13,-7086.618864,0.684035132,0,0,3,116.0134989,106.3845084,0.423753397,0.30008923,59.38133301,0,4298000,70960000,0.30008923,0.010712656,0.010793273,0.392173875,0.022059005,8.820501172,5.303808026,1.621171747,0.504340662,0.013070743,-0.485022707,-0.058949891,,0,10,3,0,0,0,0,0,0,8,2,0.6667,0,0
北京全网数商科技股份有限公司,0.921541061,2.058310763,10,10,85.90427332,4.882867446,6,0,6,379.9005744,379.9005744,1.673019803,0.51386863,16.99861448,0,67958000,29253000,0.51386863,0.28779516,0.202925122,0.822792999,0.206346123,34143000,0.214278989,0.287820543,0.101952271,0.494369431,1.075334722,0.822630764,,0,0,43,0,0,0,0,0,0,0,3,0.6,10,0
北京全路通信信号研究设计院集团有限公司,0.733215708,3.011803602,2,2,-112.5393601,1.115011938,0,0,7,217.4216232,210.78,1.395133064,0.260724118,48.57767719,0.125748145,9534400000,4886700000,0.218909729,0.269769606,0.207481557,0.313622855,0.341111548,17.34242941,0.921174477,3.897137694,0.441174678,0.384887716,-0.031168984,0.160898343,,0,285,48,0,8,0,0,0,0,2,1,1,10,0
北京六一生物科技有限公司,0.512685403,3.164957814,11,11,-32.04729926,0.763081886,0,0,3,165.13112,152.6054521,1.002795805,-0.088039937,56.71895309,0,39529000,-31427000,-0.088039937,0.114564237,0.062808848,0.560627517,0.127104053,2.878936239,0.553661597,3.226382855,0.204531948,0.148760734,-0.299422004,0.287554367,,0,24,11,0,7,0,0,0,3,0,20,0.3875,0,1
北京六合联创科技有限公司,1.625791938,3.04872601,13,13,303.8702461,0.216031454,0,0,0,121.1366725,118.6293425,0.425983128,0.216818583,82.23,0,473232.6,12792100.3,0.216818583,0.003461845,0.002880824,0.205868228,0.003821077,62.23986039,7.383184952,334.5430942,0.560489956,0.004089414,0.556432458,0.060927978,,0,0,18,0,0,1,0,0,1,0,7,0.476,0,0
北京关键科技股份有限公司,1.782589243,3.679907652,13,13,7447.636824,-0.05291595,0,0,5,59.20125442,59.18236261,0.067594883,0.033608524,105.5872497,0,10639000,3558000,0.033608524,0.098261756,0.10610987,0.746585267,-1.959657265,1349.532523,-0.624930557,0.718063296,0.269209285,0.107195034,-1.306134108,-0.222385951,0.6412,1,0,31,0,0,0,0,0,0,5,2,0.3893,10,0
北京兴科远景科技有限公司,2.075974739,4.810286537,13,13,192474000,2.124372676,0,0,0,312.2453103,272.9128077,1.091469333,0,32.00642435,0,12279000,0,0,0.063795629,0.132356746,0.999999995,0.194660664,0,0,0,0,12279000,0,0.47219753,,0,0,1,0,1,0,0,0,0,0,2,0.7,0,0
北京兴通力得科技有限公司,0.346594548,1.352570058,11,11,273.0993498,2.836079825,0,0,0,343.2097485,341.1532279,0.19989629,-2.175058313,26.0683495,0,20214000,-209730000,-2.175058313,0.149578908,0.054648236,0.452503004,0.062738602,31.21682742,0.263961792,1.589171525,0.167353802,0.210720538,272.226051,1.230044365,0,0,3,0,0,0,0,0,0,0,0,4,0.7178,0,0
北京军懋国兴科技股份有限公司,0.748591043,8.173489378,10,10,6850.744698,1.212697789,6,0,0,208.6163665,142.4927717,0.017791801,-0.928484866,45.19394472,0,5476000,-77392000,-0.928484866,0.039924407,0.029690838,0.575151143,0.051414212,0.971950051,0.591704859,5.079650571,0.290456205,0.040072886,-0.384253491,0.462345979,,0,38,10,0,2,0,0,0,1,0,4,0.64,10,0
北京创世捷能机器人有限公司,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,31,0,0,0,0,0,0,0,0,4,0.47,0,0
北京创世漫道科技有限公司,1.826094815,4.218185609,8,8,-171.3155758,0.946082671,8,0,2,176.5140582,176.5140582,0.879170607,0.390039959,51.3852511,0,785506000,376481000,0.390039959,0.213213481,0.418171113,0.312526878,0.726419877,2116104000,2.865245304,12.11604718,1.126526805,0.33451552,0.354651553,0.161569428,,0,1,21,0,3,0,1,0,1,9,1,1,10,1
北京创和世纪通讯技术股份有限公司,1.677281585,2.999977833,9,9,91.74524502,2.036657333,0,0,0,169.8155354,149.1525566,0.496131921,0.294116903,32.93090073,0,61810000,69916000,0.294116903,0.083687304,0.085626022,0.365714538,0.117037251,8.655265607,2.561658678,1.336143033,0.588947995,0.098637648,0.613485851,0.143843203,,0,24,7,0,17,0,1,0,1,12,2,0.85,10,0
北京创四方电子股份有限公司,2.038283542,4.540768467,11,11,25.10362564,0.446786364,0,0,5,64.92761541,46.57197487,0.073750341,0.270144768,69.11870504,0.095839915,10500000,98900000,0.257351027,0.009494324,0.018884892,0.43240454,0.026790914,4.010416607,-2.098909674,0.846685514,0.484712229,0.022012579,-0.352941153,0.06595092,0.8392,1,18,0,0,2,0,0,0,1,0,6,0.8392,0,0
北京利德衡环保工程有限公司,1.458689747,3.391878007,8,8,2671494000,0.440918545,0,0,3,106.2228597,101.0010191,0.014896676,0.180712389,69.4001992,0,40176000,311574000,0.152875261,0.012646856,0.013680546,1,0.037597148,0,0,0,0,40176000,0,0.158654225,,0,25,0,0,17,0,0,0,7,0,3,0.62,0,0
北京利昌鸿达科技股份有限公司,2.00283552,4.114563027,13,13,211900000,0.937172759,0,0,3,184.6422339,182.2,0.80977311,0.28795811,51.62162162,0,24500000,16500000,0.28795811,0.084473808,0.220720721,0.214252005,0.333333333,150.6362267,3.416494775,31.86537849,1.492792779,0.130876068,0.801470529,0.280276813,0.5501,1,0,0,0,0,0,0,0,0,0,3,0.8,10,0
北京力拓易盛科技有限公司,4.000955201,14.48984876,12,12,361.9425773,1.275271105,4,0,0,291.5158732,269.9816235,1.636136046,0.024423859,43.95080628,0.14686013,119875000,2605000,0.019062184,0.072271878,0.385531978,0.137683612,0.515882852,46.68521218,5.249335403,119127.4303,3.448532475,0.106638781,283.7380434,0.734890412,,0,5,8,0,0,0,0,0,0,0,3,0.87,10,0
北京加美中工贸有限公司0,2.226665189,4.335185288,10,10,148.4032859,0.497652719,0,0,0,100.6318148,71.73174303,0.093834562,0.02608858,66.77115373,0,34697000,12437000,0.02608858,0.029684321,0.048597688,0.133019162,0.133656772,6.695615203,306.2664986,3.93832983,1.292046936,0.033525777,0.698417524,0.32905928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
北京动力源科技股份有限公司,0.761659555,1.446878517,6,6,33.20747975,0.720845068,12,0,11,126.6027615,99.66810054,0.208470761,0.043938824,58.11098386,0.076551733,457694000,428017000,0.041313198,0.04897327,0.025672091,0.333696146,0.061597294,2.370469859,2.400044145,1.13168338,0.348854691,0.050934029,-0.030662694,0.075122038,,0,196,30,0,29,0,0,3,12,14,1,1,10,1
北京助力软件有限公司,2.912541527,21713000,13,13,21713000,0.00593712,0,0,0,100.593712,97.08541357,0.966671034,0.966671034,99.40979209,0,49000,7164000,0.966671034,0.002026436,0.00657277,0.999999954,1,0,0,0,0,49000,4254000,7455000,,0,2,20,0,0,0,0,0,0,0,1,1,10,0
北京北信源软件股份有限公司,0.377249212,0.63551708,6,6,-28.342689,9.8956611,12,0,13,860.1040392,851.198243,3.160827883,-0.351223174,9.177964155,0,780424000,-250760000,-0.351223174,0.308989656,0.100323315,0.916569758,0.101316084,2.464943972,0.028880637,0.095668426,0.020147732,0.55068138,0.37110041,0.119576417,,0,177,126,0,3,0,1,0,2,9,20,0.0278,10,1
北京北农大动物科技有限责任公司,2.816218604,16.07665228,7,7,849.9225815,3.296513289,0,0,26,268.4983096,195.7361521,0.924066699,0.679025023,23.27464432,0.052269064,256403000,142801000,0.555572412,0.144363057,0.232175067,0.300939627,0.270933699,7.264689113,3.137090552,2.059785948,1.006608399,0.180640166,-0.100901943,0.286177648,,0,6,0,0,3,0,0,0,2,17,14,0.7339,1,0
北京北创网联科技股份有限公司,1.030380738,7.294823922,11,11,2078.973026,2.607588851,0,0,0,213.1155766,206.9314251,0.323888983,0.712814536,27.71934447,0,-4729000,26995000,0.712814536,-0.037048616,-0.034613498,0.399550265,-0.031199368,20.81852228,1.13817169,0.871999841,0.356872559,-0.054097029,-2.821068427,0.110692886,,0,2,14,0,0,0,0,0,1,0,11,0.7,10,0
北京北大先锋科技有限公司,0.671158439,5.252952779,6,6,103.4687835,0.9768561,0,0,8,180.8543175,147.5100353,0.103432149,-0.016245316,50.58537138,0.032499824,910962000,-44809000,-0.01571224,0.232699222,0.161583893,0.39803073,0.279658632,2.142970839,0.883760159,3.035732049,0.349600892,0.346758774,-0.017165756,-0.062866549,,0,25,20,0,4,0,0,0,2,8,20,0.0414,0,0
北京北大英华科技有限公司,1.312545582,14.57084961,10,10,49.30136311,1.379882088,0,0,1,112.7930893,112.22,0.904977372,0.406005757,42.01888837,0.070258192,6.478259931,14.30434575,0.363669859,0.056404557,0.069205759,0.782439564,0.054205607,73100000,2.35048224,0.196663976,0.113175414,0.11130742,0.054054049,-0.057493069,,0,3,34,1,10,0,0,0,3,1,7,0.575,10,1
北京北大软件工程发展有限公司（原北大青鸟）,1.528574465,2.291832462,,6,222.7288505,0.701394951,0,0,0,166.0016087,162.8722209,0.440709506,0.364778551,58.77530073,0.252056251,102072000,130157000,0.27855608,0.11268035,0.128394552,0.21448255,0.311291883,63.54799717,3.01305301,3.501058327,0.89256428,0.126091871,5.410135089,0.307849859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
北京北斗星通导航技术股份有限公司,0,0,4,4,0,2.394953105,12,0,18,261.032327,200.0893602,0.611461069,0.071665002,29.50393545,0.099257116,-8995330000,294647000,0.052751805,-9092851000,-0.475151768,-6698744000,-0.681318923,2.655387706,1.004936139,0.811467035,0.351448497,-0.983569255,0.243421327,0.119709213,,0,80,54,0,2,0,1,0,2,12,7,0.7658,10,1
北京北森云计算股份有限公司,1.241424767,19.85842772,11,11,538.3639319,1.61992786,8,0,8,244.1254167,244.1254167,2.054736455,0.14612848,34.11068282,0.007991688,40504000,40547000,0.144221466,0.052027232,0.049142756,0.864626452,0.080562803,113839000,0.284660125,113839000,0.138118758,0.350984824,0.431696562,0.475689582,,0,12,71,0,0,0,0,0,0,10,13,0.1493,20,1
北京北科维拓科技有限公司,0,0,11,11,0,2.664888128,0,0,1,150.07,150.0642707,1.329219943,0.944213022,27.28633623,0.007851588,4685000,18364000,0.924300336,4685000,0.064342906,-19660000,0.088488054,0.6205612,0.474672836,1.645739022,0.270006726,0.060747117,-3.379382112,0.368562507,,0,0,15,0,0,0,0,0,0,0,11,0.51,0,0
北京北起意欧替起重机有限公司,0.549532202,7.881409841,11,11,27.79803075,1.904972051,0,5,0,325.8654474,100.255989,0.19796924,-0.032770553,34.4238037,0.08287008,20812000,-4967000,-0.027129772,0.057508658,0.039131334,0.312574606,0.044754808,0.538943833,0.53833301,4.857639768,0.346514994,0.083184447,-0.08915776,0.043485597,,0,0,6,0,12,0,0,1,14,0,20,0.9644,0,1
北京北邮国安技术股份有限公司,0.796806865,2.199259736,10,10,329.5774058,0.905723931,0,0,1,185.9728773,139.2826206,0.426803922,-0.049042892,52.47349755,0,1.03E+12,-3.82E+11,-0.049042892,0.082663099,0.069709233,0.293563955,0.135244159,2.242070511,1.217626429,22.75953662,0.549307515,0.10441367,0.139548385,0.231822312,,0,9,20,0,0,0,0,0,0,0,3,0.5734,10,0
北京匡恩网络科技有限责任公司,0.055065219,1.740112794,10,10,-4.114504939,23.11055369,2,3,16,2108.59363,1896.484074,8.535543273,-12.97268711,4.147547784,0,-129609000,-168619000,-12.97268711,-8.58792681,-0.41357095,0.362509915,-0.431466217,0.348966255,0.036851197,9621000,0.030699767,-1.232657436,-130142000,313390000,,0,69,44,0,0,0,0,0,2,2,20,0.4761,10,1
北京医模科技股份有限公司,1.146991161,3.188972865,11,11,138.6975254,5.922463314,0,0,2,587.8840419,401.6488661,1.234326215,0.50983077,14.44568841,0,65018000,29405000,0.50983077,0.147104199,0.162845858,0.499992285,0.167483935,1.810367443,0.691053759,194457000,0.487042309,0.244596846,3.058291999,0.646016274,,0,141,26,0,0,0,0,0,0,0,2,0.8,10,0
北京十二年教育科技股份有限公司,0,0,11,11,0,0.338914056,0,0,4,55.90356481,88.78,0.033175354,-0.387286195,44.95,0,-1978000,-7518000,-0.387286195,-1880000,-0.076103267,-7128000,-0.285757714,6409000,-0.748715041,0.423343654,0.246585347,-0.084594984,70.00250009,0.006233062,,0,0,8,5,0,0,0,0,0,10,4,0.58,0,1
北京十分科技有限公司,0.979761808,1.324687226,10,10,12018.75564,-0.004394761,6,6,2,95.97868837,95.97868837,0.062749865,-0.063589507,100.4414161,0,73156000,-33323000,-0.063589507,0.125838861,0.14021812,0.259689395,-26.92618324,358696000,-17.02159242,358696000,0.687512697,0.181802367,-1.819725325,2.339734588,,0,19,17,0,0,0,0,0,6,0,0,0,20,0
北京华丽达视听科技股份有限公司,0,0,9,9,0,2.351486823,4,0,3,162.5856687,162.5856687,0.38657325,0.723517367,29.83748858,0,195932000,431144000,0.723517367,172098000,0.098105703,-781074000,0.122817309,779020000,2.088816666,0.757577525,0.390065453,0.174918046,-0.136528773,0.165062907,,0,12,16,0,2,0,0,2,3,4,11,0.4238,10,0
北京华亘安邦科技有限公司,1.456014586,4.195251064,8,8,2093682000,2.205417467,4,1,6,242.0480139,182.4406896,0.703116425,0.168284299,31.19718443,0,369547000,99974000,0.168284299,0.14545953,0.194062495,1,0.232444149,0,0,0,0,369547000,0.310494878,0.776495348,,0,20,14,0,1,0,0,0,1,1,17,0.3681,10,0
北京华信佳音医疗科技发展有限责任公司,1.750142402,17.59874135,13,13,-1657.418799,0.573785484,0,0,2,147.9677638,140.722847,1.250642449,-0.327008076,63.54147616,0,5618000,-31812000,-0.327008076,0.022300199,0.036694971,0.404253628,0.100648536,21.04043402,3.177888668,16.19980159,0.968602214,0.022808933,15.37896391,0.042475249,,0,15,1,0,0,0,0,0,0,0,1,1,0,0
北京华力兴科技发展有限责任公司,0.499831534,3.458498121,7,7,-42.64567023,6.397467066,0,0,1,141.0945161,73.27141764,0.448221624,-0.226052952,5.465937133,0,102811000,-275795000,-2.835034561,0.098356731,0.057766518,0.333686262,0.050299349,0.686654428,1.133266315,9.737583381,0.319248351,0.132634197,1.207769275,-0.108977719,,0,75,60,0,0,0,0,0,0,1,2,0.65,0,0
北京华夏乐游科技股份有限公司,0.797621995,1.226666662,12,12,1609.99195,5.451612464,6,0,9,3255.645161,3255.645161,6.467741414,-2.637096562,2.348484848,0,-32100000,-32700000,-2.637096562,0.326708074,-0.060795455,0.996583848,0.204034135,200000,0.000511117,0.00160901,0.000378788,-0.166926676,2.481081126,5.41555279,0.476,1,0,23,3,0,0,0,0,0,0,5,0.495,10,1
北京华夏大禹科技有限公司,0.641950205,3.501025572,11,11,-9715.824294,0.942607595,0,0,0,192.8482508,133.0141055,0.0471294,-0.045129733,51.47719991,0,2233000,-4604000,-0.045129733,0.017680687,0.011267591,0.347809904,0.023221231,1.349404477,0.869595962,82369000,0.415629303,0.018151077,-0.436822084,-0.030350031,,0,8,21,0,0,0,0,0,0,0,2,0.94,0,1
北京华夏视科检测技术有限公司,0.128405597,94017090000,14,14,-672.2517102,0.518430197,0,0,0,134.6984811,81.20348312,0.003884667,0,65.857489,0,-2.18E+11,0,0,-2.320789401,-0.264355015,-0.652193489,-0.774269399,0.145494306,0.224310037,0.453976498,0.051258317,-0.700996609,-2.18E+11,8.25E+11,,0,6,6,0,0,0,0,0,0,0,1,1,0,0
北京华夏金桥科技发展有限公司,0,0,11,11,0,84.17048826,0,0,0,8420.02584,6835.01292,28.18925828,16.05877516,1.174114863,0,6623000,24859000,16.05877516,4968000,0.050233609,-335773000,0.038128569,13.63584066,2.597706395,222.748853,2.537612614,0.017183807,-0.490224716,0.020195924,,0,0,0,0,0,0,0,0,0,0,3,0.8,0,0
北京华彦邦科技股份有限公司,0.939901469,2.073912998,13,13,95400000,0.859135274,0,0,1,141.5620642,99.0237099,0.11576011,-0.108786609,53.78844711,0,3200000,-7800000,-0.108786609,0.025157232,0.024006002,0.584905654,0.038961039,1.268852417,1.298657675,1.216981094,0.290322578,0.034557235,-1.740741385,0.04385278,,0,6,18,0,1,0,0,0,2,0,4,0.5847,10,0
北京华想互联科技有限公司,0.006748708,34000,13,13,34000,57.92955896,0,0,0,5787.02,5787.02,58.58071418,-0.19767212,1.707026598,0,34000,-17000,-0.19767212,0.999970589,0.00674871,0.999970589,0.006865913,0,0,0,0,34000,0.172407848,0.001988862,,0,2,9,0,0,0,0,0,0,0,2,0.52,0,0
北京华泰焦化工程技术有限公司,0,0,9,9,0,0.495726559,0,0,5,116.2927611,91.03358408,0.132630411,0.04682616,66.85717678,0,108727000,56957000,0.04682616,92405000,0.059762242,-1649346000,0.153248222,5.311017428,8.233836377,4.031030205,0.896901929,0.054986998,43.39390915,0.608458675,,0,70,5,0,2,0,0,0,0,24,7,0.32,0,0
北京华清科创科技开发有限公司,0.833629137,10.16968401,12,12,46028000,1.78341986,0,0,5,119.2578513,117.9597391,0.194544037,0.00025919,35.92676853,0,12428000,12000,0.000239712,0.270009554,0.089192545,0.999999978,0.139204068,0,0,0,0,12428000,46028000,0.275939744,,0,2,0,0,0,0,0,0,0,1,3,0.69,0,0
北京华环电子股份有限公司,0,0,8,8,0,1.626657977,6,0,4,207.9673785,117.9392409,0.485345241,0.132843226,38.07122749,0,157523000,108257000,0.132843226,144338000,0.073590928,-1208643000,0.108885115,1.621417276,1.352011873,2.668702938,0.555737806,0.08308495,0.932639514,0.088699764,,0,60,14,0,0,0,0,0,0,1,9,0.2133,10,0
北京华融启明风险管理技术股份有限公司,0.501133775,2.630952068,14,14,220.99779,28.7999808,0,0,6,2940,2940,0.799999467,-6.133329244,3.355704698,0,2000000,-9200000,-6.133329244,0.08144796,0.044742729,0.687782774,0.041666667,6800000,0.159624409,11.33331444,0.152125276,0.093023251,-1.243902591,-0.151802654,,0,3,15,0,0,0,0,0,0,0,8,0.2616,10,0
